Country,Year,Age,Population,Sex
Afghanistan,2020,0,1169006,t
Afghanistan,2020,1,1148234,t
Afghanistan,2020,2,1131278,t
Afghanistan,2020,3,1117547,t
Afghanistan,2020,4,1106444,t
Afghanistan,2020,5,1097379,t
Afghanistan,2020,6,1089758,t
Afghanistan,2020,7,1082988,t
Afghanistan,2020,8,1076473,t
Afghanistan,2020,9,1069625,t
Afghanistan,2020,10,1062757,t
Afghanistan,2020,11,1056188,t
Afghanistan,2020,12,1044772.9999999999,t
Afghanistan,2020,13,1026098,t
Afghanistan,2020,14,1002298,t
Afghanistan,2020,15,977972,t
Afghanistan,2020,16,952247,t
Afghanistan,2020,17,925909,t
Afghanistan,2020,18,899827,t
Afghanistan,2020,19,873490,t
Afghanistan,2020,20,846001,t
Afghanistan,2020,21,818117,t
Afghanistan,2020,22,787963,t
Afghanistan,2020,23,754705,t
Afghanistan,2020,24,719699,t
Afghanistan,2020,25,685172,t
Afghanistan,2020,26,650727,t
Afghanistan,2020,27,618618,t
Afghanistan,2020,28,590211,t
Afghanistan,2020,29,564658,t
Afghanistan,2020,30,539448,t
Afghanistan,2020,31,514727.99999999994,t
Afghanistan,2020,32,492644,t
Afghanistan,2020,33,473902,t
Afghanistan,2020,34,457537,t
Afghanistan,2020,35,441915,t
Afghanistan,2020,36,427400,t
Afghanistan,2020,37,412393,t
Afghanistan,2020,38,395943,t
Afghanistan,2020,39,378736,t
Afghanistan,2020,40,362470,t
Afghanistan,2020,41,346877,t
Afghanistan,2020,42,331513,t
Afghanistan,2020,43,316352,t
Afghanistan,2020,44,301511,t
Afghanistan,2020,45,287086,t
Afghanistan,2020,46,272993,t
Afghanistan,2020,47,259834.99999999997,t
Afghanistan,2020,48,247905,t
Afghanistan,2020,49,236917,t
Afghanistan,2020,50,226269,t
Afghanistan,2020,51,216046,t
Afghanistan,2020,52,206186,t
Afghanistan,2020,53,196588,t
Afghanistan,2020,54,187270,t
Afghanistan,2020,55,178351,t
Afghanistan,2020,56,169803,t
Afghanistan,2020,57,161440,t
Afghanistan,2020,58,153178,t
Afghanistan,2020,59,145067,t
Afghanistan,2020,60,137255,t
Afghanistan,2020,61,129725,t
Afghanistan,2020,62,122371,t
Afghanistan,2020,63,115158,t
Afghanistan,2020,64,108129,t
Afghanistan,2020,65,101288,t
Afghanistan,2020,66,94543,t
Afghanistan,2020,67,88334,t
Afghanistan,2020,68,82852,t
Afghanistan,2020,69,77841,t
Afghanistan,2020,70,72964,t
Afghanistan,2020,71,68409,t
Afghanistan,2020,72,63300,t
Afghanistan,2020,73,57203,t
Afghanistan,2020,74,50575,t
Afghanistan,2020,75,44294,t
Afghanistan,2020,76,38163,t
Afghanistan,2020,77,32705,t
Afghanistan,2020,78,28263,t
Afghanistan,2020,79,24579,t
Afghanistan,2020,80,21040,t
Afghanistan,2020,81,17749,t
Afghanistan,2020,82,14800,t
Afghanistan,2020,83,12169,t
Afghanistan,2020,84,9847,t
Afghanistan,2020,85,7816,t
Afghanistan,2020,86,6048,t
Afghanistan,2020,87,4587,t
Afghanistan,2020,88,3444,t
Afghanistan,2020,89,2565,t
Afghanistan,2020,90,1772,t
Afghanistan,2020,91,1288,t
Afghanistan,2020,92,1020.9999999999999,t
Afghanistan,2020,93,721,t
Afghanistan,2020,94,390,t
Afghanistan,2020,95,206,t
Afghanistan,2020,96,169,t
Afghanistan,2020,97,129,t
Afghanistan,2020,98,86,t
Afghanistan,2020,99,39,t
Afghanistan,2020,100,39,t
Argentina,2020,0,740643,t
Argentina,2020,1,745908,t
Argentina,2020,2,749139,t
Argentina,2020,3,750562,t
Argentina,2020,4,750399,t
Argentina,2020,5,748876,t
Argentina,2020,6,746218,t
Argentina,2020,7,742648,t
Argentina,2020,8,738395,t
Argentina,2020,9,733680,t
Argentina,2020,10,728408,t
Argentina,2020,11,722488,t
Argentina,2020,12,717737,t
Argentina,2020,13,715022,t
Argentina,2020,14,713607,t
Argentina,2020,15,712071,t
Argentina,2020,16,710911,t
Argentina,2020,17,709002,t
Argentina,2020,18,705711,t
Argentina,2020,19,701754,t
Argentina,2020,20,697916,t
Argentina,2020,21,693371,t
Argentina,2020,22,691692,t
Argentina,2020,23,694522,t
Argentina,2020,24,699834,t
Argentina,2020,25,704359,t
Argentina,2020,26,709228,t
Argentina,2020,27,709831,t
Argentina,2020,28,703696,t
Argentina,2020,29,693135,t
Argentina,2020,30,683187,t
Argentina,2020,31,673151,t
Argentina,2020,32,663185,t
Argentina,2020,33,653973,t
Argentina,2020,34,645484,t
Argentina,2020,35,636067,t
Argentina,2020,36,624932,t
Argentina,2020,37,618420,t
Argentina,2020,38,619163,t
Argentina,2020,39,623850,t
Argentina,2020,40,627395,t
Argentina,2020,41,631844,t
Argentina,2020,42,628498,t
Argentina,2020,43,612844,t
Argentina,2020,44,589320,t
Argentina,2020,45,566944,t
Argentina,2020,46,543991,t
Argentina,2020,47,523481,t
Argentina,2020,48,507848,t
Argentina,2020,49,495579,t
Argentina,2020,50,482375,t
Argentina,2020,51,468677,t
Argentina,2020,52,457420,t
Argentina,2020,53,449506,t
Argentina,2020,54,443753,t
Argentina,2020,55,438175,t
Argentina,2020,56,433291,t
Argentina,2020,57,426923,t
Argentina,2020,58,417826,t
Argentina,2020,59,406994,t
Argentina,2020,60,396559,t
Argentina,2020,61,385959,t
Argentina,2020,62,375899,t
Argentina,2020,63,366896,t
Argentina,2020,64,358420,t
Argentina,2020,65,349421,t
Argentina,2020,66,340116,t
Argentina,2020,67,330021,t
Argentina,2020,68,318789,t
Argentina,2020,69,306662,t
Argentina,2020,70,294397,t
Argentina,2020,71,282056,t
Argentina,2020,72,268665,t
Argentina,2020,73,253879,t
Argentina,2020,74,238226,t
Argentina,2020,75,222589,t
Argentina,2020,76,206818,t
Argentina,2020,77,191699,t
Argentina,2020,78,177719,t
Argentina,2020,79,164589,t
Argentina,2020,80,151529,t
Argentina,2020,81,138691,t
Argentina,2020,82,126373,t
Argentina,2020,83,114642,t
Argentina,2020,84,103449,t
Argentina,2020,85,92739,t
Argentina,2020,86,82595,t
Argentina,2020,87,72726,t
Argentina,2020,88,63005,t
Argentina,2020,89,53620,t
Argentina,2020,90,43907,t
Argentina,2020,91,36661,t
Argentina,2020,92,31320,t
Argentina,2020,93,24439,t
Argentina,2020,94,16018.999999999998,t
Argentina,2020,95,10868,t
Argentina,2020,96,9307,t
Argentina,2020,97,7443,t
Argentina,2020,98,5278,t
Argentina,2020,99,2810,t
Argentina,2020,100,4118,t
Brazil,2020,0,2870920,t
Brazil,2020,1,2887604,t
Brazil,2020,2,2899076,t
Brazil,2020,3,2906491,t
Brazil,2020,4,2911002,t
Brazil,2020,5,2913764,t
Brazil,2020,6,2915929,t
Brazil,2020,7,2918652,t
Brazil,2020,8,2923086,t
Brazil,2020,9,2930386,t
Brazil,2020,10,2938508,t
Brazil,2020,11,2945409,t
Brazil,2020,12,2968225,t
Brazil,2020,13,3014500,t
Brazil,2020,14,3075800,t
Brazil,2020,15,3134879,t
Brazil,2020,16,3193664,t
Brazil,2020,17,3249433,t
Brazil,2020,18,3298596,t
Brazil,2020,19,3341432,t
Brazil,2020,20,3384266,t
Brazil,2020,21,3428766,t
Brazil,2020,22,3454327,t
Brazil,2020,23,3452259,t
Brazil,2020,24,3432431,t
Brazil,2020,25,3412750,t
Brazil,2020,26,3388849,t
Brazil,2020,27,3374961,t
Brazil,2020,28,3379731,t
Brazil,2020,29,3396303,t
Brazil,2020,30,3406245,t
Brazil,2020,31,3409720,t
Brazil,2020,32,3420576,t
Brazil,2020,33,3442717,t
Brazil,2020,34,3468649,t
Brazil,2020,35,3489618,t
Brazil,2020,36,3510557,t
Brazil,2020,37,3502892,t
Brazil,2020,38,3452523,t
Brazil,2020,39,3373265,t
Brazil,2020,40,3294755,t
Brazil,2020,41,3213133,t
Brazil,2020,42,3130099,t
Brazil,2020,43,3050155,t
Brazil,2020,44,2973171,t
Brazil,2020,45,2892701,t
Brazil,2020,46,2807866,t
Brazil,2020,47,2738959,t
Brazil,2020,48,2694761,t
Brazil,2020,49,2666406,t
Brazil,2020,50,2635194,t
Brazil,2020,51,2603600,t
Brazil,2020,52,2569577,t
Brazil,2020,53,2529810,t
Brazil,2020,54,2484751,t
Brazil,2020,55,2439765,t
Brazil,2020,56,2395693,t
Brazil,2020,57,2337488,t
Brazil,2020,58,2258801,t
Brazil,2020,59,2166523,t
Brazil,2020,60,2073617.0000000002,t
Brazil,2020,61,1977163,t
Brazil,2020,62,1885440,t
Brazil,2020,63,1803776,t
Brazil,2020,64,1728163,t
Brazil,2020,65,1649880,t
Brazil,2020,66,1571406,t
Brazil,2020,67,1489914,t
Brazil,2020,68,1403365,t
Brazil,2020,69,1314138,t
Brazil,2020,70,1227194,t
Brazil,2020,71,1142197,t
Brazil,2020,72,1059203,t
Brazil,2020,73,978956,t
Brazil,2020,74,901869,t
Brazil,2020,75,826636,t
Brazil,2020,76,752345,t
Brazil,2020,77,687209,t
Brazil,2020,78,634809,t
Brazil,2020,79,591133,t
Brazil,2020,80,549292,t
Brazil,2020,81,511518,t
Brazil,2020,82,469924,t
Brazil,2020,83,420160,t
Brazil,2020,84,366314,t
Brazil,2020,85,316511,t
Brazil,2020,86,268765,t
Brazil,2020,87,227170,t
Brazil,2020,88,194468,t
Brazil,2020,89,168326,t
Brazil,2020,90,141672,t
Brazil,2020,91,122970,t
Brazil,2020,92,105616,t
Brazil,2020,93,83612,t
Brazil,2020,94,56957,t
Brazil,2020,95,40075,t
Brazil,2020,96,34448,t
Brazil,2020,97,27870,t
Brazil,2020,98,20343,t
Brazil,2020,99,11866,t
Brazil,2020,100,21150,t
Colombia,2020,0,750368,t
Colombia,2020,1,745062,t
Colombia,2020,2,740926,t
Colombia,2020,3,738005,t
Colombia,2020,4,736338,t
Colombia,2020,5,735967,t
Colombia,2020,6,736931,t
Colombia,2020,7,739273,t
Colombia,2020,8,743033,t
Colombia,2020,9,748252,t
Colombia,2020,10,754289,t
Colombia,2020,11,760503,t
Colombia,2020,12,770346,t
Colombia,2020,13,785221,t
Colombia,2020,14,803126,t
Colombia,2020,15,820690,t
Colombia,2020,16,838641,t
Colombia,2020,17,853597,t
Colombia,2020,18,863551,t
Colombia,2020,19,869912,t
Colombia,2020,20,875779,t
Colombia,2020,21,880143,t
Colombia,2020,22,884196,t
Colombia,2020,23,888712,t
Colombia,2020,24,892636,t
Colombia,2020,25,894839,t
Colombia,2020,26,896386,t
Colombia,2020,27,892201,t
Colombia,2020,28,879908,t
Colombia,2020,29,862261,t
Colombia,2020,30,844230,t
Colombia,2020,31,824638,t
Colombia,2020,32,807426,t
Colombia,2020,33,795003,t
Colombia,2020,34,785510,t
Colombia,2020,35,774637,t
Colombia,2020,36,763187,t
Colombia,2020,37,751346,t
Colombia,2020,38,738753,t
Colombia,2020,39,725569,t
Colombia,2020,40,712838,t
Colombia,2020,41,700983,t
Colombia,2020,42,686982,t
Colombia,2020,43,669638,t
Colombia,2020,44,650628,t
Colombia,2020,45,632145,t
Colombia,2020,46,612942,t
Colombia,2020,47,598977,t
Colombia,2020,48,593181,t
Colombia,2020,49,592473,t
Colombia,2020,50,590649,t
Colombia,2020,51,588713,t
Colombia,2020,52,584810,t
Colombia,2020,53,577314,t
Colombia,2020,54,566979,t
Colombia,2020,55,556860,t
Colombia,2020,56,547160,t
Colombia,2020,57,532819,t
Colombia,2020,58,511886,t
Colombia,2020,59,486790,t
Colombia,2020,60,461528,t
Colombia,2020,61,434833,t
Colombia,2020,62,411842,t
Colombia,2020,63,395365,t
Colombia,2020,64,382882,t
Colombia,2020,65,369371,t
Colombia,2020,66,356215,t
Colombia,2020,67,340568,t
Colombia,2020,68,320630,t
Colombia,2020,69,298124,t
Colombia,2020,70,276610,t
Colombia,2020,71,255406,t
Colombia,2020,72,235563,t
Colombia,2020,73,217972,t
Colombia,2020,74,202085,t
Colombia,2020,75,186335,t
Colombia,2020,76,170881,t
Colombia,2020,77,156832,t
Colombia,2020,78,144535,t
Colombia,2020,79,133542,t
Colombia,2020,80,123117,t
Colombia,2020,81,113477,t
Colombia,2020,82,103706,t
Colombia,2020,83,93293,t
Colombia,2020,84,82676,t
Colombia,2020,85,72807,t
Colombia,2020,86,63502,t
Colombia,2020,87,54897,t
Colombia,2020,88,47157,t
Colombia,2020,89,40178,t
Colombia,2020,90,33040,t
Colombia,2020,91,27602,t
Colombia,2020,92,23560,t
Colombia,2020,93,18633,t
Colombia,2020,94,12820,t
Colombia,2020,95,9291,t
Colombia,2020,96,8054,t
Colombia,2020,97,6522,t
Colombia,2020,98,4696,t
Colombia,2020,99,2576,t
Colombia,2020,100,4003,t
India,2020,0,24143052,t
India,2020,1,23567779,t
India,2020,2,23196489,t
India,2020,3,23004610,t
India,2020,4,22967577,t
India,2020,5,23060819,t
India,2020,6,23259768,t
India,2020,7,23539856,t
India,2020,8,23876513,t
India,2020,9,24245171,t
India,2020,10,24653596,t
India,2020,11,25109555,t
India,2020,12,25426803,t
India,2020,13,25516104,t
India,2020,14,25449894,t
India,2020,15,25392827,t
India,2020,16,25315551,t
India,2020,17,25217419,t
India,2020,18,25115765,t
India,2020,19,25004004,t
India,2020,20,24860538,t
India,2020,21,24692475,t
India,2020,22,24510868,t
India,2020,23,24320010,t
India,2020,24,24120913,t
India,2020,25,23904883,t
India,2020,26,23667168,t
India,2020,27,23449424,t
India,2020,28,23269444,t
India,2020,29,23106350,t
India,2020,30,22919820,t
India,2020,31,22715941,t
India,2020,32,22478227,t
India,2020,33,22193743,t
India,2020,34,21868367,t
India,2020,35,21532086,t
India,2020,36,21192314,t
India,2020,37,20779524,t
India,2020,38,20266422,t
India,2020,39,19689832,t
India,2020,40,19110276,t
India,2020,41,18511339,t
India,2020,42,17965219,t
India,2020,43,17512627,t
India,2020,44,17120433,t
India,2020,45,16715962,t
India,2020,46,16315149,t
India,2020,47,15905372,t
India,2020,48,15473519,t
India,2020,49,15030278,t
India,2020,50,14596741,t
India,2020,51,14165441,t
India,2020,52,13752147,t
India,2020,53,13365771,t
India,2020,54,12995862,t
India,2020,55,12623833,t
India,2020,56,12254323,t
India,2020,57,11871124,t
India,2020,58,11464579,t
India,2020,59,11042409,t
India,2020,60,10616754,t
India,2020,61,10178899,t
India,2020,62,9756186,t
India,2020,63,9361400,t
India,2020,64,8977289,t
India,2020,65,8587722,t
India,2020,66,8212634,t
India,2020,67,7756999,t
India,2020,68,7177264,t
India,2020,69,6525664,t
India,2020,70,5893594,t
India,2020,71,5257497,t
India,2020,72,4703726,t
India,2020,73,4282835,t
India,2020,74,3953791,t
India,2020,75,3623763,t
India,2020,76,3309829,t
India,2020,77,3010120,t
India,2020,78,2713925,t
India,2020,79,2426318,t
India,2020,80,2164338,t
India,2020,81,1926079,t
India,2020,82,1694677,t
India,2020,83,1463908,t
India,2020,84,1240009,t
India,2020,85,1034402,t
India,2020,86,843553,t
India,2020,87,677693,t
India,2020,88,542661,t
India,2020,89,432830,t
India,2020,90,320924,t
India,2020,91,236854,t
India,2020,92,193153,t
India,2020,93,146165,t
India,2020,94,95889,t
India,2020,95,67321,t
India,2020,96,56139,t
India,2020,97,44798,t
India,2020,98,33299,t
India,2020,99,21640,t
India,2020,100,47939,t
Ireland,2020,0,56837,t
Ireland,2020,1,60181,t
Ireland,2020,2,63125,t
Ireland,2020,3,65675,t
Ireland,2020,4,67835,t
Ireland,2020,5,69611,t
Ireland,2020,6,71006,t
Ireland,2020,7,72028,t
Ireland,2020,8,72679,t
Ireland,2020,9,72966,t
Ireland,2020,10,72992,t
Ireland,2020,11,72864,t
Ireland,2020,12,72085,t
Ireland,2020,13,70465,t
Ireland,2020,14,68305,t
Ireland,2020,15,66085,t
Ireland,2020,16,63686,t
Ireland,2020,17,61733,t
Ireland,2020,18,60578,t
Ireland,2020,19,59954,t
Ireland,2020,20,59297,t
Ireland,2020,21,58788,t
Ireland,2020,22,58155,t
Ireland,2020,23,57229,t
Ireland,2020,24,56215,t
Ireland,2020,25,55484,t
Ireland,2020,26,54950,t
Ireland,2020,27,54915,t
Ireland,2020,28,55558,t
Ireland,2020,29,56746,t
Ireland,2020,30,57997,t
Ireland,2020,31,59205,t
Ireland,2020,32,61226,t
Ireland,2020,33,64369,t
Ireland,2020,34,68149,t
Ireland,2020,35,71811,t
Ireland,2020,36,75551,t
Ireland,2020,37,78331,t
Ireland,2020,38,79569,t
Ireland,2020,39,79720,t
Ireland,2020,40,79833,t
Ireland,2020,41,79720,t
Ireland,2020,42,79328,t
Ireland,2020,43,78741,t
Ireland,2020,44,77932,t
Ireland,2020,45,76883,t
Ireland,2020,46,75711,t
Ireland,2020,47,74067,t
Ireland,2020,48,71813,t
Ireland,2020,49,69200,t
Ireland,2020,50,66540,t
Ireland,2020,51,63682,t
Ireland,2020,52,61498,t
Ireland,2020,53,60427,t
Ireland,2020,54,60050,t
Ireland,2020,55,59567,t
Ireland,2020,56,59206,t
Ireland,2020,57,58401,t
Ireland,2020,58,56809,t
Ireland,2020,59,54753,t
Ireland,2020,60,52839,t
Ireland,2020,61,50877,t
Ireland,2020,62,49358,t
Ireland,2020,63,48563,t
Ireland,2020,64,48211,t
Ireland,2020,65,47715,t
Ireland,2020,66,47166,t
Ireland,2020,67,46448,t
Ireland,2020,68,45434,t
Ireland,2020,69,44174,t
Ireland,2020,70,42913,t
Ireland,2020,71,41691,t
Ireland,2020,72,39973,t
Ireland,2020,73,37549,t
Ireland,2020,74,34680,t
Ireland,2020,75,31824,t
Ireland,2020,76,28862,t
Ireland,2020,77,26251,t
Ireland,2020,78,24256,t
Ireland,2020,79,22664,t
Ireland,2020,80,21015,t
Ireland,2020,81,19423,t
Ireland,2020,82,17758,t
Ireland,2020,83,15916,t
Ireland,2020,84,13996,t
Ireland,2020,85,12203,t
Ireland,2020,86,10495,t
Ireland,2020,87,8946,t
Ireland,2020,88,7618,t
Ireland,2020,89,6468,t
Ireland,2020,90,5274,t
Ireland,2020,91,4352,t
Ireland,2020,92,3712,t
Ireland,2020,93,2960,t
Ireland,2020,94,2092,t
Ireland,2020,95,1580,t
Ireland,2020,96,1389,t
Ireland,2020,97,1136,t
Ireland,2020,98,820,t
Ireland,2020,99,439,t
Ireland,2020,100,640,t
Japan,2020,0,869159,t
Japan,2020,1,919936,t
Japan,2020,2,962857,t
Japan,2020,3,998616,t
Japan,2020,4,1027913,t
Japan,2020,5,1051441,t
Japan,2020,6,1069897,t
Japan,2020,7,1083977,t
Japan,2020,8,1094378,t
Japan,2020,9,1101795,t
Japan,2020,10,1106518,t
Japan,2020,11,1108836,t
Japan,2020,12,1111479,t
Japan,2020,13,1115954,t
Japan,2020,14,1121739,t
Japan,2020,15,1126326,t
Japan,2020,16,1129648,t
Japan,2020,17,1136222,t
Japan,2020,18,1147868,t
Japan,2020,19,1162581,t
Japan,2020,20,1177541,t
Japan,2020,21,1194516,t
Japan,2020,22,1206409,t
Japan,2020,23,1209791,t
Japan,2020,24,1208620,t
Japan,2020,25,1209880,t
Japan,2020,26,1211697,t
Japan,2020,27,1220601,t
Japan,2020,28,1240394,t
Japan,2020,29,1267876,t
Japan,2020,30,1295549,t
Japan,2020,31,1324316,t
Japan,2020,32,1355668,t
Japan,2020,33,1389397,t
Japan,2020,34,1424815,t
Japan,2020,35,1462727,t
Japan,2020,36,1504520,t
Japan,2020,37,1540865,t
Japan,2020,38,1567693,t
Japan,2020,39,1589866,t
Japan,2020,40,1610532,t
Japan,2020,41,1622120,t
Japan,2020,42,1659513,t
Japan,2020,43,1738153,t
Japan,2020,44,1838103,t
Japan,2020,45,1929507,t
Japan,2020,46,2024968,t
Japan,2020,47,2069226.9999999998,t
Japan,2020,48,2033880,t
Japan,2020,49,1947072,t
Japan,2020,50,1865058,t
Japan,2020,51,1776239,t
Japan,2020,52,1703902,t
Japan,2020,53,1665199,t
Japan,2020,54,1648213,t
Japan,2020,55,1625279,t
Japan,2020,56,1603622,t
Japan,2020,57,1580268,t
Japan,2020,58,1551527,t
Japan,2020,59,1522208,t
Japan,2020,60,1498562,t
Japan,2020,61,1476641,t
Japan,2020,62,1474440,t
Japan,2020,63,1500679,t
Japan,2020,64,1545800,t
Japan,2020,65,1587226,t
Japan,2020,66,1624321,t
Japan,2020,67,1668721,t
Japan,2020,68,1722267,t
Japan,2020,69,1776578,t
Japan,2020,70,1826496,t
Japan,2020,71,1879136,t
Japan,2020,72,1885446,t
Japan,2020,73,1822413,t
Japan,2020,74,1713827,t
Japan,2020,75,1605947,t
Japan,2020,76,1488868,t
Japan,2020,77,1386360,t
Japan,2020,78,1314716,t
Japan,2020,79,1262166,t
Japan,2020,80,1200415,t
Japan,2020,81,1134844,t
Japan,2020,82,1068968,t
Japan,2020,83,1001624,t
Japan,2020,84,933198,t
Japan,2020,85,866380,t
Japan,2020,86,802000,t
Japan,2020,87,732648,t
Japan,2020,88,655343,t
Japan,2020,89,573973,t
Japan,2020,90,487661,t
Japan,2020,91,422477,t
Japan,2020,92,369613,t
Japan,2020,93,298109,t
Japan,2020,94,207963,t
Japan,2020,95,151370,t
Japan,2020,96,132371,t
Japan,2020,97,108439,t
Japan,2020,98,79573,t
Japan,2020,99,45772,t
Japan,2020,100,78636,t
Jordan,2020,0,197680,t
Jordan,2020,1,205778,t
Jordan,2020,2,212729,t
Jordan,2020,3,218575,t
Jordan,2020,4,223360,t
Jordan,2020,5,227127,t
Jordan,2020,6,229919,t
Jordan,2020,7,231777,t
Jordan,2020,8,232748,t
Jordan,2020,9,232870,t
Jordan,2020,10,232279,t
Jordan,2020,11,231109,t
Jordan,2020,12,228950,t
Jordan,2020,13,225661,t
Jordan,2020,14,221560,t
Jordan,2020,15,217134,t
Jordan,2020,16,212333,t
Jordan,2020,17,207680,t
Jordan,2020,18,203503,t
Jordan,2020,19,199644,t
Jordan,2020,20,195576,t
Jordan,2020,21,191347,t
Jordan,2020,22,187513,t
Jordan,2020,23,184281,t
Jordan,2020,24,181434,t
Jordan,2020,25,178593,t
Jordan,2020,26,175889,t
Jordan,2020,27,172900,t
Jordan,2020,28,169397,t
Jordan,2020,29,165606,t
Jordan,2020,30,161886,t
Jordan,2020,31,158043,t
Jordan,2020,32,154754,t
Jordan,2020,33,152352,t
Jordan,2020,34,150447,t
Jordan,2020,35,148440,t
Jordan,2020,36,146597,t
Jordan,2020,37,143851,t
Jordan,2020,38,139657,t
Jordan,2020,39,134581,t
Jordan,2020,40,129633.00000000001,t
Jordan,2020,41,124491,t
Jordan,2020,42,120173,t
Jordan,2020,43,117250,t
Jordan,2020,44,115170,t
Jordan,2020,45,112848,t
Jordan,2020,46,110538,t
Jordan,2020,47,107694,t
Jordan,2020,48,103949,t
Jordan,2020,49,99599,t
Jordan,2020,50,95338,t
Jordan,2020,51,91056,t
Jordan,2020,52,86690,t
Jordan,2020,53,82286,t
Jordan,2020,54,77853,t
Jordan,2020,55,73403,t
Jordan,2020,56,68995,t
Jordan,2020,57,64530,t
Jordan,2020,58,59984,t
Jordan,2020,59,55456,t
Jordan,2020,60,51066,t
Jordan,2020,61,46777,t
Jordan,2020,62,42912,t
Jordan,2020,63,39644,t
Jordan,2020,64,36840,t
Jordan,2020,65,34161,t
Jordan,2020,66,31626,t
Jordan,2020,67,29439,t
Jordan,2020,68,27652,t
Jordan,2020,69,26161,t
Jordan,2020,70,24799,t
Jordan,2020,71,23583,t
Jordan,2020,72,22369,t
Jordan,2020,73,21066,t
Jordan,2020,74,19711,t
Jordan,2020,75,18456,t
Jordan,2020,76,17297,t
Jordan,2020,77,16017,t
Jordan,2020,78,14528,t
Jordan,2020,79,12925,t
Jordan,2020,80,11391,t
Jordan,2020,81,9899,t
Jordan,2020,82,8498,t
Jordan,2020,83,7236,t
Jordan,2020,84,6095,t
Jordan,2020,85,5002,t
Jordan,2020,86,3962,t
Jordan,2020,87,3078,t
Jordan,2020,88,2388,t
Jordan,2020,89,1853,t
Jordan,2020,90,1298,t
Jordan,2020,91,914,t
Jordan,2020,92,731,t
Jordan,2020,93,519,t
Jordan,2020,94,279,t
Jordan,2020,95,146,t
Jordan,2020,96,119,t
Jordan,2020,97,91,t
Jordan,2020,98,60,t
Jordan,2020,99,28,t
Jordan,2020,100,28,t
Mexico,2020,0,2140731,t
Mexico,2020,1,2172857,t
Mexico,2020,2,2197998,t
Mexico,2020,3,2216889,t
Mexico,2020,4,2230267,t
Mexico,2020,5,2238866,t
Mexico,2020,6,2243424,t
Mexico,2020,7,2244674,t
Mexico,2020,8,2243352,t
Mexico,2020,9,2240195,t
Mexico,2020,10,2234440,t
Mexico,2020,11,2225323,t
Mexico,2020,12,2221073,t
Mexico,2020,13,2225422,t
Mexico,2020,14,2234612,t
Mexico,2020,15,2241891,t
Mexico,2020,16,2249502,t
Mexico,2020,17,2250649,t
Mexico,2020,18,2241561,t
Mexico,2020,19,2225990,t
Mexico,2020,20,2209885,t
Mexico,2020,21,2190159,t
Mexico,2020,22,2177667,t
Mexico,2020,23,2177793,t
Mexico,2020,24,2184315,t
Mexico,2020,25,2187486,t
Mexico,2020,26,2191496,t
Mexico,2020,27,2179845,t
Mexico,2020,28,2144055,t
Mexico,2020,29,2092891.9999999998,t
Mexico,2020,30,2043337,t
Mexico,2020,31,1991679,t
Mexico,2020,32,1946998,t
Mexico,2020,33,1915427,t
Mexico,2020,34,1892439,t
Mexico,2020,35,1867213,t
Mexico,2020,36,1841722,t
Mexico,2020,37,1817314,t
Mexico,2020,38,1793518,t
Mexico,2020,39,1770383,t
Mexico,2020,40,1747442,t
Mexico,2020,41,1723605,t
Mexico,2020,42,1702747,t
Mexico,2020,43,1686361,t
Mexico,2020,44,1671809,t
Mexico,2020,45,1655867,t
Mexico,2020,46,1640284,t
Mexico,2020,47,1615375,t
Mexico,2020,48,1576346,t
Mexico,2020,49,1527922,t
Mexico,2020,50,1479515,t
Mexico,2020,51,1429107,t
Mexico,2020,52,1380867,t
Mexico,2020,53,1337774,t
Mexico,2020,54,1297654,t
Mexico,2020,55,1255608,t
Mexico,2020,56,1212927,t
Mexico,2020,57,1168670,t
Mexico,2020,58,1121983,t
Mexico,2020,59,1073866,t
Mexico,2020,60,1025944.9999999999,t
Mexico,2020,61,977617,t
Mexico,2020,62,931216,t
Mexico,2020,63,887979,t
Mexico,2020,64,846697,t
Mexico,2020,65,805624,t
Mexico,2020,66,765952,t
Mexico,2020,67,723272,t
Mexico,2020,68,675487,t
Mexico,2020,69,625164,t
Mexico,2020,70,576487,t
Mexico,2020,71,528039,t
Mexico,2020,72,485521,t
Mexico,2020,73,452011,t
Mexico,2020,74,424649,t
Mexico,2020,75,397716,t
Mexico,2020,76,372612,t
Mexico,2020,77,346546,t
Mexico,2020,78,317637,t
Mexico,2020,79,287495,t
Mexico,2020,80,259452,t
Mexico,2020,81,232647,t
Mexico,2020,82,208476,t
Mexico,2020,83,187907,t
Mexico,2020,84,170022,t
Mexico,2020,85,152988,t
Mexico,2020,86,137224,t
Mexico,2020,87,121911,t
Mexico,2020,88,106479,t
Mexico,2020,89,91382,t
Mexico,2020,90,76421,t
Mexico,2020,91,65172,t
Mexico,2020,92,56274,t
Mexico,2020,93,45229,t
Mexico,2020,94,32036,t
Mexico,2020,95,23840,t
Mexico,2020,96,20776,t
Mexico,2020,97,17000,t
Mexico,2020,98,12511,t
Mexico,2020,99,7310,t
Mexico,2020,100,12962,t
Nigeria,2020,0,7093940,t
Nigeria,2020,1,6944558,t
Nigeria,2020,2,6791200,t
Nigeria,2020,3,6634401,t
Nigeria,2020,4,6474696,t
Nigeria,2020,5,6312620,t
Nigeria,2020,6,6148708,t
Nigeria,2020,7,5983495,t
Nigeria,2020,8,5817517,t
Nigeria,2020,9,5651306,t
Nigeria,2020,10,5484548,t
Nigeria,2020,11,5316925,t
