Country,Sex,Age,Date,CumEpi,CumExc,CumPos,Exposure
Mexico,f,95,2020-08-02,90.83653648617974,-884.2006606239175,124.53823019314842,26143.991582873103
Mexico,f,95,2020-08-09,90.83653648617974,-904.1129933115124,124.53823019314842,27263.98266072163
Mexico,f,95,2020-08-16,90.83653648617974,-877.1184650995114,151.53275840514948,28382.57161051927
Mexico,f,95,2020-08-23,90.83653648617974,-858.5656560668576,170.08556743780326,29499.758432266022
Mexico,f,95,2020-08-30,90.83653648617974,-827.803784253712,200.8474392509488,30615.543125961885
Mexico,f,95,2020-09-06,90.83653648617974,-835.1790031556754,200.8474392509488,31729.925691606863
Mexico,f,95,2020-09-13,90.83653648617974,-856.0306506770515,200.8474392509488,32842.90612920095
Mexico,f,95,2020-09-20,90.83653648617974,-905.6874352732275,200.8474392509488,33954.48443874415
Mexico,f,95,2020-09-27,90.83653648617974,-944.463552257632,200.8474392509488,35064.660620236464
Mexico,f,95,2020-10-04,90.83653648617974,-990.6547335837561,200.8474392509488,36173.43467367789
Mexico,f,95,2020-10-11,90.83653648617974,-1039.5342475048878,200.8474392509488,37280.806599068426
Mexico,f,95,2020-10-18,90.83653648617974,-1105.3488798771061,200.8474392509488,38386.77639640808
Mexico,f,95,2020-10-25,90.83653648617974,-1155.3149458453108,200.8474392509488,39491.34406569684
Mexico,f,95,2020-11-01,90.83653648617974,-1219.6143983935049,200.8474392509488,40594.50960693471
Mexico,f,95,2020-11-08,90.83653648617974,-1268.3911177218756,200.8474392509488,41696.2730201217
Mexico,f,95,2020-11-15,90.83653648617974,-1322.7474814446775,200.8474392509488,42796.6343052578
Mexico,f,95,2020-11-22,90.83653648617974,-1374.741328876961,200.8474392509488,43895.59346234301
Mexico,f,95,2020-11-29,90.83653648617974,-1418.383441840265,200.8474392509488,44993.15049137733
Mexico,f,95,2020-12-06,90.83653648617974,-1435.635668162449,200.8474392509488,46089.30539236077
Mexico,f,95,2020-12-13,90.83653648617974,-1478.409811236238,200.8474392509488,47184.05816529332
Mexico,f,95,2020-12-20,90.83653648617974,-1546.5673987913754,200.8474392509488,48277.40881017498
Mexico,f,95,2020-12-27,90.83653648617974,-1566.920426005223,200.8474392509488,49369.35732700575
Mexico,f,95,2021-01-03,90.83653648617974,-1653.2331423361682,200.8474392509488,50459.90371578564
Mexico,f,95,2021-01-10,90.83653648617974,-1965.224918728517,200.8474392509488,51549.04797651464
Mexico,f,95,2021-01-17,90.83653648617974,-2279.5741934498583,200.8474392509488,52636.79010919274
Mexico,f,95,2021-01-24,90.83653648617974,-2595.9234527135213,200.8474392509488,53723.13011381996
Mexico,f,95,2021-01-31,90.83653648617974,-2913.8851588214266,200.8474392509488,54808.0679903963
Mexico,f,95,2021-02-07,90.83653648617974,-3233.0484965575433,200.8474392509488,55891.603738921745
Mexico,f,95,2021-02-14,90.83653648617974,-3552.9867707783274,200.8474392509488,56973.737359396306
Mexico,f,95,2021-02-21,90.83653648617974,-3873.265257231727,200.8474392509488,58054.46885181998
Mexico,f,95,2021-02-28,90.83653648617974,-4193.449286827333,200.8474392509488,59133.79821619276
Mexico,f,95,2021-03-14,90.83653648617974,-4512.695225803171,200.8474392509488,60210.32332446377
Mexico,f,95,2021-03-21,90.83653648617974,-4831.010324735587,200.8474392509488,61285.44630468389
Mexico,m,0,2020-03-01,0,-97.33126597775043,0,108031.97857676292
Mexico,m,0,2020-03-08,0,-227.00935059658042,0,216049.27511128326
Mexico,m,0,2020-03-15,0,-334.09540859531705,0,324051.91275809763
Mexico,m,0,2020-03-22,0,-449.6592529786252,0,432039.9127851608
Mexico,m,0,2020-03-29,0,-573.778337850449,0,540013.2945738459
Mexico,m,0,2020-04-05,0,-698.5366537654213,0,647972.0756189441
Mexico,m,0,2020-04-12,0,-826.0235503066518,0,755916.2715286649
Mexico,m,0,2020-04-19,0,-947.3325003934451,0,863845.8960246359
Mexico,m,0,2020-04-26,0,-1035.5598205618594,0,971760.960941903
Mexico,m,0,2020-05-03,0,-1142.8033612052654,0,1079661.47622893
Mexico,m,0,2020-05-10,0,-1229.1611805603575,0,1187547.4499475998
Mexico,m,0,2020-05-17,0,-1333.7302161113835,0,1295418.8882732124
Mexico,m,0,2020-05-24,0,-1424.6049670808611,0,1403275.7954944866
Mexico,m,0,2020-05-31,0,-1535.8762017811182,0,1511118.1740135592
Mexico,m,0,2020-06-07,0,-1662.6297038031935,0,1618946.0243459856
Mexico,m,0,2020-06-14,0,-1748.9450712872233,0,1726759.345120739
Mexico,m,0,2020-06-21,0,-1852.894583805983,0,1834558.1330802108
Mexico,m,0,2020-06-28,0,-1981.5421516427975,0,1942342.3830802108
Mexico,m,0,2020-07-05,0,-2068.9423725669385,0,2050112.0919197833
