Country,Year,Week,Age,Deaths
Peru,2019,35,80,265
Peru,2019,35,85,280
Peru,2019,35,90,184
Peru,2019,35,95,83
Peru,2019,36,0,105
Peru,2019,36,5,9
Peru,2019,36,10,11
Peru,2019,36,15,25
Peru,2019,36,20,44
Peru,2019,36,25,35
Peru,2019,36,30,38
Peru,2019,36,35,54
Peru,2019,36,40,73
Peru,2019,36,45,64
Peru,2019,36,50,87
Peru,2019,36,55,125
Peru,2019,36,60,142
Peru,2019,36,65,191
Peru,2019,36,70,192
Peru,2019,36,75,200
Peru,2019,36,80,284
Peru,2019,36,85,253
Peru,2019,36,90,181
Peru,2019,36,95,76
Peru,2019,37,0,108
Peru,2019,37,5,4
Peru,2019,37,10,10
Peru,2019,37,15,31
Peru,2019,37,20,34
Peru,2019,37,25,46
Peru,2019,37,30,41
Peru,2019,37,35,50
Peru,2019,37,40,58
Peru,2019,37,45,81
Peru,2019,37,50,104
Peru,2019,37,55,134
Peru,2019,37,60,140
Peru,2019,37,65,181
Peru,2019,37,70,174
Peru,2019,37,75,209
Peru,2019,37,80,277
Peru,2019,37,85,269
Peru,2019,37,90,195
Peru,2019,37,95,97
Peru,2019,38,0,120
Peru,2019,38,5,18
Peru,2019,38,10,12
Peru,2019,38,15,31
Peru,2019,38,20,32
Peru,2019,38,25,42
Peru,2019,38,30,50
Peru,2019,38,35,49
Peru,2019,38,40,64
Peru,2019,38,45,81
Peru,2019,38,50,97
Peru,2019,38,55,116
Peru,2019,38,60,151
Peru,2019,38,65,159
Peru,2019,38,70,229
Peru,2019,38,75,240
Peru,2019,38,80,304
Peru,2019,38,85,263
Peru,2019,38,90,208
Peru,2019,38,95,101
Peru,2019,39,0,115
Peru,2019,39,5,16
Peru,2019,39,10,14
Peru,2019,39,15,27
Peru,2019,39,20,38
Peru,2019,39,25,39
Peru,2019,39,30,36
Peru,2019,39,35,40
Peru,2019,39,40,79
Peru,2019,39,45,78
Peru,2019,39,50,99
Peru,2019,39,55,122
Peru,2019,39,60,147
Peru,2019,39,65,156
Peru,2019,39,70,201
Peru,2019,39,75,238
Peru,2019,39,80,275
Peru,2019,39,85,256
Peru,2019,39,90,171
Peru,2019,39,95,96
Peru,2019,40,0,105
Peru,2019,40,5,5
Peru,2019,40,10,11
Peru,2019,40,15,26
Peru,2019,40,20,45
Peru,2019,40,25,29
Peru,2019,40,30,45
Peru,2019,40,35,53
Peru,2019,40,40,64
Peru,2019,40,45,79
Peru,2019,40,50,89
Peru,2019,40,55,122
Peru,2019,40,60,125
Peru,2019,40,65,151
Peru,2019,40,70,222
Peru,2019,40,75,264
Peru,2019,40,80,272
Peru,2019,40,85,277
Peru,2019,40,90,170
Peru,2019,40,95,88
Peru,2019,41,0,108
Peru,2019,41,5,14
Peru,2019,41,10,17
Peru,2019,41,15,21
Peru,2019,41,20,29
Peru,2019,41,25,42
Peru,2019,41,30,34
Peru,2019,41,35,54
Peru,2019,41,40,61
Peru,2019,41,45,76
Peru,2019,41,50,82
Peru,2019,41,55,122
Peru,2019,41,60,154
Peru,2019,41,65,165
Peru,2019,41,70,183
Peru,2019,41,75,231
Peru,2019,41,80,275
Peru,2019,41,85,276
Peru,2019,41,90,188
Peru,2019,41,95,80
Peru,2019,42,0,107
Peru,2019,42,5,14
Peru,2019,42,10,11
Peru,2019,42,15,17
Peru,2019,42,20,52
Peru,2019,42,25,45
Peru,2019,42,30,35
Peru,2019,42,35,63
Peru,2019,42,40,65
Peru,2019,42,45,74
Peru,2019,42,50,117
Peru,2019,42,55,106
Peru,2019,42,60,123
Peru,2019,42,65,190
Peru,2019,42,70,216
Peru,2019,42,75,247
Peru,2019,42,80,319
Peru,2019,42,85,270
Peru,2019,42,90,176
Peru,2019,42,95,86
Peru,2019,43,0,107
Peru,2019,43,5,15
Peru,2019,43,10,12
Peru,2019,43,15,25
Peru,2019,43,20,47
Peru,2019,43,25,36
Peru,2019,43,30,42
Peru,2019,43,35,52
Peru,2019,43,40,51
Peru,2019,43,45,69
Peru,2019,43,50,98
Peru,2019,43,55,105
Peru,2019,43,60,141
Peru,2019,43,65,179
Peru,2019,43,70,191
Peru,2019,43,75,219
Peru,2019,43,80,291
Peru,2019,43,85,274
Peru,2019,43,90,194
Peru,2019,43,95,72
Peru,2019,44,0,116
Peru,2019,44,5,13
Peru,2019,44,10,19
Peru,2019,44,15,26
Peru,2019,44,20,38
Peru,2019,44,25,50
Peru,2019,44,30,59
Peru,2019,44,35,45
Peru,2019,44,40,59
Peru,2019,44,45,77
Peru,2019,44,50,86
Peru,2019,44,55,113
Peru,2019,44,60,144
Peru,2019,44,65,187
Peru,2019,44,70,208
Peru,2019,44,75,244
Peru,2019,44,80,274
Peru,2019,44,85,303
Peru,2019,44,90,192
Peru,2019,44,95,90
Peru,2019,45,0,113
Peru,2019,45,5,13
Peru,2019,45,10,17
Peru,2019,45,15,18
Peru,2019,45,20,50
Peru,2019,45,25,43
Peru,2019,45,30,42
Peru,2019,45,35,51
Peru,2019,45,40,61
Peru,2019,45,45,70
Peru,2019,45,50,99
Peru,2019,45,55,123
Peru,2019,45,60,130
Peru,2019,45,65,183
Peru,2019,45,70,186
Peru,2019,45,75,216
Peru,2019,45,80,280
Peru,2019,45,85,284
Peru,2019,45,90,195
Peru,2019,45,95,89
Peru,2019,46,0,110
Peru,2019,46,5,7
Peru,2019,46,10,11
Peru,2019,46,15,23
Peru,2019,46,20,38
Peru,2019,46,25,42
Peru,2019,46,30,40
Peru,2019,46,35,49
Peru,2019,46,40,61
Peru,2019,46,45,72
Peru,2019,46,50,86
Peru,2019,46,55,99
Peru,2019,46,60,150
Peru,2019,46,65,174
Peru,2019,46,70,221
Peru,2019,46,75,244
Peru,2019,46,80,245
Peru,2019,46,85,294
Peru,2019,46,90,172
Peru,2019,46,95,84
Peru,2019,47,0,112
Peru,2019,47,5,13
Peru,2019,47,10,9
Peru,2019,47,15,37
Peru,2019,47,20,32
Peru,2019,47,25,32
Peru,2019,47,30,49
Peru,2019,47,35,41
Peru,2019,47,40,53
Peru,2019,47,45,82
Peru,2019,47,50,95
Peru,2019,47,55,112
Peru,2019,47,60,134
Peru,2019,47,65,177
Peru,2019,47,70,196
Peru,2019,47,75,230
Peru,2019,47,80,261
Peru,2019,47,85,269
Peru,2019,47,90,182
Peru,2019,47,95,82
Peru,2019,48,0,104
Peru,2019,48,5,17
Peru,2019,48,10,15
Peru,2019,48,15,30
Peru,2019,48,20,38
Peru,2019,48,25,50
Peru,2019,48,30,38
Peru,2019,48,35,51
Peru,2019,48,40,56
Peru,2019,48,45,79
Peru,2019,48,50,83
Peru,2019,48,55,124
Peru,2019,48,60,110
Peru,2019,48,65,152
Peru,2019,48,70,197
Peru,2019,48,75,221
Peru,2019,48,80,277
Peru,2019,48,85,271
Peru,2019,48,90,190
Peru,2019,48,95,94
Peru,2019,49,0,114
Peru,2019,49,5,12
Peru,2019,49,10,14
Peru,2019,49,15,29
Peru,2019,49,20,40
Peru,2019,49,25,41
Peru,2019,49,30,45
Peru,2019,49,35,57
Peru,2019,49,40,56
Peru,2019,49,45,66
Peru,2019,49,50,98
Peru,2019,49,55,124
Peru,2019,49,60,139
Peru,2019,49,65,156
Peru,2019,49,70,211
Peru,2019,49,75,218
Peru,2019,49,80,261
Peru,2019,49,85,278
Peru,2019,49,90,181
Peru,2019,49,95,111
Peru,2019,50,0,109
Peru,2019,50,5,15
Peru,2019,50,10,19
Peru,2019,50,15,24
Peru,2019,50,20,42
Peru,2019,50,25,64
Peru,2019,50,30,45
Peru,2019,50,35,49
Peru,2019,50,40,66
Peru,2019,50,45,89
Peru,2019,50,50,89
Peru,2019,50,55,96
Peru,2019,50,60,130
Peru,2019,50,65,156
Peru,2019,50,70,223
Peru,2019,50,75,231
Peru,2019,50,80,262
Peru,2019,50,85,242
Peru,2019,50,90,176
Peru,2019,50,95,80
Peru,2019,51,0,116
Peru,2019,51,5,13
Peru,2019,51,10,15
Peru,2019,51,15,29
Peru,2019,51,20,27
Peru,2019,51,25,52
Peru,2019,51,30,45
Peru,2019,51,35,43
Peru,2019,51,40,86
Peru,2019,51,45,73
Peru,2019,51,50,81
Peru,2019,51,55,98
Peru,2019,51,60,145
Peru,2019,51,65,180
Peru,2019,51,70,175
Peru,2019,51,75,205
Peru,2019,51,80,247
Peru,2019,51,85,280
Peru,2019,51,90,190
Peru,2019,51,95,72
Peru,2019,52,0,120
Peru,2019,52,5,11
Peru,2019,52,10,10
Peru,2019,52,15,22
Peru,2019,52,20,31
Peru,2019,52,25,42
Peru,2019,52,30,59
Peru,2019,52,35,51
Peru,2019,52,40,69
Peru,2019,52,45,79
Peru,2019,52,50,98
Peru,2019,52,55,139
Peru,2019,52,60,137
Peru,2019,52,65,153
Peru,2019,52,70,221
Peru,2019,52,75,243
Peru,2019,52,80,280
Peru,2019,52,85,277
Peru,2019,52,90,191
Peru,2019,52,95,92
Peru,2020,1,0,113
Peru,2020,1,5,16
Peru,2020,1,10,15
Peru,2020,1,15,26
Peru,2020,1,20,38
Peru,2020,1,25,51
Peru,2020,1,30,63
Peru,2020,1,35,64
Peru,2020,1,40,73
Peru,2020,1,45,74
Peru,2020,1,50,92
Peru,2020,1,55,132
Peru,2020,1,60,132
Peru,2020,1,65,189
Peru,2020,1,70,236
Peru,2020,1,75,265
Peru,2020,1,80,274
Peru,2020,1,85,286
Peru,2020,1,90,185
Peru,2020,1,95,83
Peru,2020,2,0,127
Peru,2020,2,5,17
Peru,2020,2,10,18
Peru,2020,2,15,44
Peru,2020,2,20,40
Peru,2020,2,25,53
Peru,2020,2,30,53
Peru,2020,2,35,56
Peru,2020,2,40,80
Peru,2020,2,45,74
Peru,2020,2,50,90
Peru,2020,2,55,116
Peru,2020,2,60,165
Peru,2020,2,65,176
Peru,2020,2,70,213
Peru,2020,2,75,275
Peru,2020,2,80,290
Peru,2020,2,85,273
Peru,2020,2,90,188
Peru,2020,2,95,80
Peru,2020,3,0,129
Peru,2020,3,5,17
Peru,2020,3,10,18
Peru,2020,3,15,21
Peru,2020,3,20,47
Peru,2020,3,25,54
Peru,2020,3,30,57
Peru,2020,3,35,69
Peru,2020,3,40,68
Peru,2020,3,45,69
Peru,2020,3,50,109
Peru,2020,3,55,130
Peru,2020,3,60,149
Peru,2020,3,65,175
Peru,2020,3,70,165
Peru,2020,3,75,251
Peru,2020,3,80,272
Peru,2020,3,85,255
Peru,2020,3,90,171
Peru,2020,3,95,100
Peru,2020,4,0,114
Peru,2020,4,5,12
Peru,2020,4,10,20
Peru,2020,4,15,18
Peru,2020,4,20,39
Peru,2020,4,25,59
Peru,2020,4,30,47
Peru,2020,4,35,70
Peru,2020,4,40,67
Peru,2020,4,45,72
Peru,2020,4,50,114
Peru,2020,4,55,107
Peru,2020,4,60,138
Peru,2020,4,65,182
Peru,2020,4,70,193
Peru,2020,4,75,245
Peru,2020,4,80,273
Peru,2020,4,85,287
Peru,2020,4,90,200
Peru,2020,4,95,99
Peru,2020,5,0,118
Peru,2020,5,5,8
Peru,2020,5,10,16
Peru,2020,5,15,21
Peru,2020,5,20,48
Peru,2020,5,25,48
Peru,2020,5,30,50
Peru,2020,5,35,63
Peru,2020,5,40,59
Peru,2020,5,45,80
Peru,2020,5,50,75
Peru,2020,5,55,120
Peru,2020,5,60,141
Peru,2020,5,65,157
Peru,2020,5,70,221
Peru,2020,5,75,245
Peru,2020,5,80,275
Peru,2020,5,85,255
Peru,2020,5,90,166
Peru,2020,5,95,89
Peru,2020,6,0,129
Peru,2020,6,5,16
Peru,2020,6,10,20
Peru,2020,6,15,21
Peru,2020,6,20,33
Peru,2020,6,25,56
Peru,2020,6,30,49
Peru,2020,6,35,57
Peru,2020,6,40,53
Peru,2020,6,45,88
Peru,2020,6,50,111
Peru,2020,6,55,106
Peru,2020,6,60,128
Peru,2020,6,65,170
Peru,2020,6,70,240
Peru,2020,6,75,239
Peru,2020,6,80,272
Peru,2020,6,85,257
Peru,2020,6,90,175
Peru,2020,6,95,108
Peru,2020,7,0,124
Peru,2020,7,5,20
Peru,2020,7,10,18
Peru,2020,7,15,22
Peru,2020,7,20,44
Peru,2020,7,25,44
Peru,2020,7,30,63
Peru,2020,7,35,76
Peru,2020,7,40,73
Peru,2020,7,45,71
Peru,2020,7,50,100
Peru,2020,7,55,93
Peru,2020,7,60,129
Peru,2020,7,65,164
Peru,2020,7,70,208
Peru,2020,7,75,227
Peru,2020,7,80,291
Peru,2020,7,85,285
Peru,2020,7,90,209
Peru,2020,7,95,91
Peru,2020,8,0,110
Peru,2020,8,5,16
Peru,2020,8,10,14
Peru,2020,8,15,24
Peru,2020,8,20,46
Peru,2020,8,25,41
Peru,2020,8,30,44
Peru,2020,8,35,62
Peru,2020,8,40,55
Peru,2020,8,45,75
Peru,2020,8,50,95
Peru,2020,8,55,124
Peru,2020,8,60,143
Peru,2020,8,65,164
Peru,2020,8,70,208
Peru,2020,8,75,274
Peru,2020,8,80,274
Peru,2020,8,85,282
Peru,2020,8,90,194
Peru,2020,8,95,99
Peru,2020,9,0,111
Peru,2020,9,5,18
Peru,2020,9,10,16
Peru,2020,9,15,27
Peru,2020,9,20,48
Peru,2020,9,25,47
Peru,2020,9,30,52
Peru,2020,9,35,54
Peru,2020,9,40,58
Peru,2020,9,45,64
Peru,2020,9,50,103
Peru,2020,9,55,127
Peru,2020,9,60,141
Peru,2020,9,65,167
Peru,2020,9,70,238
Peru,2020,9,75,227
Peru,2020,9,80,290
Peru,2020,9,85,305
Peru,2020,9,90,205
Peru,2020,9,95,118
Peru,2020,10,0,115
Peru,2020,10,5,19
Peru,2020,10,10,18
Peru,2020,10,15,18
Peru,2020,10,20,49
Peru,2020,10,25,36
Peru,2020,10,30,44
Peru,2020,10,35,53
Peru,2020,10,40,75
Peru,2020,10,45,72
Peru,2020,10,50,109
Peru,2020,10,55,109
Peru,2020,10,60,141
Peru,2020,10,65,187
Peru,2020,10,70,224
Peru,2020,10,75,238
Peru,2020,10,80,277
Peru,2020,10,85,303
Peru,2020,10,90,227
Peru,2020,10,95,94
Peru,2020,11,0,102
Peru,2020,11,5,15
Peru,2020,11,10,15
Peru,2020,11,15,25
Peru,2020,11,20,32
Peru,2020,11,25,39
Peru,2020,11,30,46
Peru,2020,11,35,56
Peru,2020,11,40,68
Peru,2020,11,45,71
Peru,2020,11,50,114
Peru,2020,11,55,130
Peru,2020,11,60,183
Peru,2020,11,65,191
Peru,2020,11,70,212
Peru,2020,11,75,258
Peru,2020,11,80,284
Peru,2020,11,85,319
Peru,2020,11,90,222
Peru,2020,11,95,87
Peru,2020,12,0,79
Peru,2020,12,5,12
Peru,2020,12,10,12
Peru,2020,12,15,20
Peru,2020,12,20,18
Peru,2020,12,25,32
Peru,2020,12,30,35
Peru,2020,12,35,36
Peru,2020,12,40,52
Peru,2020,12,45,74
Peru,2020,12,50,73
Peru,2020,12,55,124
Peru,2020,12,60,145
Peru,2020,12,65,165
Peru,2020,12,70,203
Peru,2020,12,75,209
Peru,2020,12,80,336
Peru,2020,12,85,266
Peru,2020,12,90,195
Peru,2020,12,95,98
Peru,2020,13,0,69
Peru,2020,13,5,14
Peru,2020,13,10,12
Peru,2020,13,15,17
Peru,2020,13,20,14
Peru,2020,13,25,33
Peru,2020,13,30,29
Peru,2020,13,35,47
Peru,2020,13,40,59
Peru,2020,13,45,53
Peru,2020,13,50,76
Peru,2020,13,55,104
Peru,2020,13,60,137
Peru,2020,13,65,155
Peru,2020,13,70,202
Peru,2020,13,75,245
Peru,2020,13,80,295
Peru,2020,13,85,290
Peru,2020,13,90,198
Peru,2020,13,95,102
Peru,2020,14,0,89
Peru,2020,14,5,13
Peru,2020,14,10,14
Peru,2020,14,15,27
Peru,2020,14,20,22
Peru,2020,14,25,24
Peru,2020,14,30,37
Peru,2020,14,35,53
Peru,2020,14,40,57
Peru,2020,14,45,78
Peru,2020,14,50,100
Peru,2020,14,55,150
Peru,2020,14,60,154
Peru,2020,14,65,181
Peru,2020,14,70,208
Peru,2020,14,75,274
Peru,2020,14,80,292
Peru,2020,14,85,319
Peru,2020,14,90,201
Peru,2020,14,95,94
Peru,2020,15,0,67
Peru,2020,15,5,7
Peru,2020,15,10,14
Peru,2020,15,15,16
Peru,2020,15,20,23
Peru,2020,15,25,36
Peru,2020,15,30,50
Peru,2020,15,35,47
Peru,2020,15,40,71
Peru,2020,15,45,84
Peru,2020,15,50,117
Peru,2020,15,55,153
Peru,2020,15,60,172
Peru,2020,15,65,198
Peru,2020,15,70,259
Peru,2020,15,75,277
Peru,2020,15,80,351
Peru,2020,15,85,278
Peru,2020,15,90,208
Peru,2020,15,95,84
Peru,2020,16,0,76
Peru,2020,16,5,9
Peru,2020,16,10,22
Peru,2020,16,15,26
Peru,2020,16,20,32
Peru,2020,16,25,27
Peru,2020,16,30,43
Peru,2020,16,35,62
Peru,2020,16,40,106
Peru,2020,16,45,113
Peru,2020,16,50,161
Peru,2020,16,55,196
Peru,2020,16,60,247
Peru,2020,16,65,313
Peru,2020,16,70,300
Peru,2020,16,75,317
Peru,2020,16,80,366
Peru,2020,16,85,366
Peru,2020,16,90,226
Peru,2020,16,95,90
Peru,2020,17,0,96
Peru,2020,17,5,8
Peru,2020,17,10,15
Peru,2020,17,15,18
Peru,2020,17,20,49
Peru,2020,17,25,39
Peru,2020,17,30,63
Peru,2020,17,35,74
Peru,2020,17,40,104
Peru,2020,17,45,138
Peru,2020,17,50,196
Peru,2020,17,55,264
Peru,2020,17,60,363
Peru,2020,17,65,433
Peru,2020,17,70,444
Peru,2020,17,75,437
Peru,2020,17,80,432
Peru,2020,17,85,370
Peru,2020,17,90,230
Peru,2020,17,95,110
Peru,2020,18,0,69
Peru,2020,18,5,13
Peru,2020,18,10,12
Peru,2020,18,15,26
Peru,2020,18,20,35
Peru,2020,18,25,43
Peru,2020,18,30,70
Peru,2020,18,35,88
Peru,2020,18,40,143
Peru,2020,18,45,175
Peru,2020,18,50,264
Peru,2020,18,55,386
Peru,2020,18,60,494
Peru,2020,18,65,545
Peru,2020,18,70,533
Peru,2020,18,75,535
Peru,2020,18,80,492
Peru,2020,18,85,444
Peru,2020,18,90,298
Peru,2020,18,95,93
Peru,2020,19,0,101
Peru,2020,19,5,10
Peru,2020,19,10,14
Peru,2020,19,15,19
Peru,2020,19,20,32
Peru,2020,19,25,43
Peru,2020,19,30,62
Peru,2020,19,35,104
Peru,2020,19,40,151
Peru,2020,19,45,207
Peru,2020,19,50,301
Peru,2020,19,55,426
Peru,2020,19,60,564
Peru,2020,19,65,640
Peru,2020,19,70,692
Peru,2020,19,75,591
Peru,2020,19,80,613
Peru,2020,19,85,467
Peru,2020,19,90,308
Peru,2020,19,95,103
Peru,2020,20,0,86
Peru,2020,20,5,8
Peru,2020,20,10,18
Peru,2020,20,15,27
Peru,2020,20,20,38
Peru,2020,20,25,45
Peru,2020,20,30,86
Peru,2020,20,35,89
Peru,2020,20,40,164
Peru,2020,20,45,236
Peru,2020,20,50,313
Peru,2020,20,55,462
Peru,2020,20,60,595
Peru,2020,20,65,718
Peru,2020,20,70,721
Peru,2020,20,75,689
Peru,2020,20,80,670
Peru,2020,20,85,537
Peru,2020,20,90,343
Peru,2020,20,95,123
Peru,2020,21,0,76
Peru,2020,21,5,11
Peru,2020,21,10,19
Peru,2020,21,15,18
Peru,2020,21,20,37
Peru,2020,21,25,51
Peru,2020,21,30,68
Peru,2020,21,35,107
Peru,2020,21,40,182
Peru,2020,21,45,253
Peru,2020,21,50,396
Peru,2020,21,55,457
Peru,2020,21,60,655
Peru,2020,21,65,749
Peru,2020,21,70,762
Peru,2020,21,75,745
Peru,2020,21,80,684
Peru,2020,21,85,565
Peru,2020,21,90,369
Peru,2020,21,95,144
Peru,2020,22,0,85
Peru,2020,22,5,14
Peru,2020,22,10,20
Peru,2020,22,15,21
Peru,2020,22,20,44
Peru,2020,22,25,66
Peru,2020,22,30,66
Peru,2020,22,35,111
Peru,2020,22,40,190
Peru,2020,22,45,256
Peru,2020,22,50,361
Peru,2020,22,55,504
Peru,2020,22,60,629
Peru,2020,22,65,768
Peru,2020,22,70,807
Peru,2020,22,75,760
Peru,2020,22,80,719
Peru,2020,22,85,621
Peru,2020,22,90,359
Peru,2020,22,95,152
Peru,2020,23,0,94
Peru,2020,23,5,7
Peru,2020,23,10,14
Peru,2020,23,15,21
Peru,2020,23,20,33
Peru,2020,23,25,63
Peru,2020,23,30,68
Peru,2020,23,35,117
Peru,2020,23,40,188
Peru,2020,23,45,288
Peru,2020,23,50,417
Peru,2020,23,55,527
Peru,2020,23,60,663
Peru,2020,23,65,743
Peru,2020,23,70,780
Peru,2020,23,75,786
Peru,2020,23,80,755
Peru,2020,23,85,567
Peru,2020,23,90,383
Peru,2020,23,95,137
Peru,2020,24,0,94
Peru,2020,24,5,13
Peru,2020,24,10,16
Peru,2020,24,15,27
Peru,2020,24,20,48
Peru,2020,24,25,47
Peru,2020,24,30,97
Peru,2020,24,35,130
Peru,2020,24,40,191
Peru,2020,24,45,268
Peru,2020,24,50,386
Peru,2020,24,55,547
Peru,2020,24,60,690
Peru,2020,24,65,751
Peru,2020,24,70,778
Peru,2020,24,75,784
Peru,2020,24,80,721
Peru,2020,24,85,623
Peru,2020,24,90,364
Peru,2020,24,95,148
Peru,2020,25,0,111
Peru,2020,25,5,8
Peru,2020,25,10,15
Peru,2020,25,15,27
Peru,2020,25,20,37
Peru,2020,25,25,64
Peru,2020,25,30,88
Peru,2020,25,35,126
Peru,2020,25,40,172
Peru,2020,25,45,251
Peru,2020,25,50,377
Peru,2020,25,55,526
Peru,2020,25,60,682
Peru,2020,25,65,749
Peru,2020,25,70,802
Peru,2020,25,75,741
Peru,2020,25,80,710
Peru,2020,25,85,637
Peru,2020,25,90,315
Peru,2020,25,95,155
Peru,2020,26,0,95
Peru,2020,26,5,15
Peru,2020,26,10,21
Peru,2020,26,15,21
Peru,2020,26,20,43
Peru,2020,26,25,50
Peru,2020,26,30,67
Peru,2020,26,35,138
Peru,2020,26,40,178
Peru,2020,26,45,260
Peru,2020,26,50,334
Peru,2020,26,55,475
Peru,2020,26,60,603
Peru,2020,26,65,698
Peru,2020,26,70,657
Peru,2020,26,75,721
Peru,2020,26,80,725
Peru,2020,26,85,566
Peru,2020,26,90,351
Peru,2020,26,95,142
Peru,2020,27,0,92
Peru,2020,27,5,8
Peru,2020,27,10,14
Peru,2020,27,15,31
Peru,2020,27,20,46
Peru,2020,27,25,39
Peru,2020,27,30,78
Peru,2020,27,35,119
Peru,2020,27,40,169
Peru,2020,27,45,240
Peru,2020,27,50,376
Peru,2020,27,55,455
Peru,2020,27,60,636
Peru,2020,27,65,679
Peru,2020,27,70,787
Peru,2020,27,75,683
Peru,2020,27,80,692
Peru,2020,27,85,598
Peru,2020,27,90,331
Peru,2020,27,95,164
Peru,2020,28,0,97
Peru,2020,28,5,9
Peru,2020,28,10,18
Peru,2020,28,15,26
Peru,2020,28,20,38
Peru,2020,28,25,62
Peru,2020,28,30,69
Peru,2020,28,35,106
Peru,2020,28,40,208
Peru,2020,28,45,246
Peru,2020,28,50,386
Peru,2020,28,55,507
Peru,2020,28,60,614
Peru,2020,28,65,709
Peru,2020,28,70,760
Peru,2020,28,75,768
Peru,2020,28,80,749
Peru,2020,28,85,609
Peru,2020,28,90,357
Peru,2020,28,95,154
Peru,2020,29,0,91
Peru,2020,29,5,13
Peru,2020,29,10,12
Peru,2020,29,15,24
Peru,2020,29,20,44
Peru,2020,29,25,65
Peru,2020,29,30,88
Peru,2020,29,35,129
Peru,2020,29,40,195
Peru,2020,29,45,266
Peru,2020,29,50,368
Peru,2020,29,55,546
Peru,2020,29,60,656
Peru,2020,29,65,789
Peru,2020,29,70,804
Peru,2020,29,75,762
Peru,2020,29,80,715
Peru,2020,29,85,635
Peru,2020,29,90,392
Peru,2020,29,95,165
Peru,2020,30,0,80
Peru,2020,30,5,13
Peru,2020,30,10,20
Peru,2020,30,15,19
Peru,2020,30,20,47
Peru,2020,30,25,54
Peru,2020,30,30,68
Peru,2020,30,35,107
Peru,2020,30,40,180
Peru,2020,30,45,274
Peru,2020,30,50,378
Peru,2020,30,55,559
Peru,2020,30,60,695
Peru,2020,30,65,800
Peru,2020,30,70,754
Peru,2020,30,75,761
Peru,2020,30,80,795
Peru,2020,30,85,628
Peru,2020,30,90,370
Peru,2020,30,95,176
Peru,2020,31,0,85
Peru,2020,31,5,12
Peru,2020,31,10,18
Peru,2020,31,15,27
Peru,2020,31,20,42
Peru,2020,31,25,45
Peru,2020,31,30,64
Peru,2020,31,35,123
Peru,2020,31,40,186
Peru,2020,31,45,259
Peru,2020,31,50,401
Peru,2020,31,55,526
Peru,2020,31,60,716
Peru,2020,31,65,784
Peru,2020,31,70,815
Peru,2020,31,75,814
Peru,2020,31,80,771
Peru,2020,31,85,643
Peru,2020,31,90,409
Peru,2020,31,95,172
Peru,2020,32,0,98
Peru,2020,32,5,6
Peru,2020,32,10,16
Peru,2020,32,15,31
Peru,2020,32,20,55
Peru,2020,32,25,64
Peru,2020,32,30,85
Peru,2020,32,35,115
Peru,2020,32,40,192
Peru,2020,32,45,298
Peru,2020,32,50,421
Peru,2020,32,55,601
Peru,2020,32,60,678
Peru,2020,32,65,847
Peru,2020,32,70,833
Peru,2020,32,75,755
Peru,2020,32,80,769
Peru,2020,32,85,677
Peru,2020,32,90,415
Peru,2020,32,95,170
Peru,2020,33,0,81
Peru,2020,33,5,12
Peru,2020,33,10,19
Peru,2020,33,15,24
Peru,2020,33,20,48
Peru,2020,33,25,62
Peru,2020,33,30,86
Peru,2020,33,35,113
Peru,2020,33,40,156
Peru,2020,33,45,272
Peru,2020,33,50,373
Peru,2020,33,55,531
Peru,2020,33,60,669
Peru,2020,33,65,762
Peru,2020,33,70,790
Peru,2020,33,75,760
Peru,2020,33,80,714
Peru,2020,33,85,672
Peru,2020,33,90,388
Peru,2020,33,95,183
Peru,2020,34,0,94
Peru,2020,34,5,14
Peru,2020,34,10,13
Peru,2020,34,15,30
Peru,2020,34,20,50
Peru,2020,34,25,49
Peru,2020,34,30,74
Peru,2020,34,35,107
Peru,2020,34,40,148
Peru,2020,34,45,248
Peru,2020,34,50,333
Peru,2020,34,55,452
Peru,2020,34,60,582
Peru,2020,34,65,664
Peru,2020,34,70,785
Peru,2020,34,75,686
Peru,2020,34,80,709
Peru,2020,34,85,568
Peru,2020,34,90,346
Peru,2020,34,95,177
Peru,2020,35,0,105
Peru,2020,35,5,13
Peru,2020,35,10,14
Peru,2020,35,15,18
Peru,2020,35,20,54
Peru,2020,35,25,41
Peru,2020,35,30,88
Peru,2020,35,35,75
Peru,2020,35,40,135
Peru,2020,35,45,220
Peru,2020,35,50,280
Peru,2020,35,55,392
Peru,2020,35,60,519
Peru,2020,35,65,623
Peru,2020,35,70,625
Peru,2020,35,75,635
Peru,2020,35,80,643
Peru,2020,35,85,590
Peru,2020,35,90,341
Peru,2020,35,95,168
Peru,2020,36,0,109
Peru,2020,36,5,21
Peru,2020,36,10,11
Peru,2020,36,15,27
Peru,2020,36,20,30
Peru,2020,36,25,56
Peru,2020,36,30,78
Peru,2020,36,35,92
Peru,2020,36,40,139
Peru,2020,36,45,186
Peru,2020,36,50,224
Peru,2020,36,55,323
Peru,2020,36,60,428
Peru,2020,36,65,479
Peru,2020,36,70,543
Peru,2020,36,75,565
Peru,2020,36,80,508
Peru,2020,36,85,484
Peru,2020,36,90,299
Peru,2020,36,95,127
Peru,2020,37,0,99
Peru,2020,37,5,13
Peru,2020,37,10,17
Peru,2020,37,15,34
Peru,2020,37,20,39
Peru,2020,37,25,41
Peru,2020,37,30,53
Peru,2020,37,35,95
Peru,2020,37,40,119
Peru,2020,37,45,148
Peru,2020,37,50,204
