Country,Year,Week,Age,Deaths
Peru,2018,34,60,118
Peru,2018,34,65,170
Peru,2018,34,70,190
Peru,2018,34,75,243
Peru,2018,34,80,294
Peru,2018,34,85,266
Peru,2018,34,90,164
Peru,2018,34,95,90
Peru,2018,35,0,140
Peru,2018,35,5,9
Peru,2018,35,10,19
Peru,2018,35,15,19
Peru,2018,35,20,40
Peru,2018,35,25,44
Peru,2018,35,30,46
Peru,2018,35,35,51
Peru,2018,35,40,64
Peru,2018,35,45,62
Peru,2018,35,50,88
Peru,2018,35,55,117
Peru,2018,35,60,143
Peru,2018,35,65,183
Peru,2018,35,70,240
Peru,2018,35,75,246
Peru,2018,35,80,265
Peru,2018,35,85,264
Peru,2018,35,90,183
Peru,2018,35,95,92
Peru,2018,36,0,116
Peru,2018,36,5,16
Peru,2018,36,10,17
Peru,2018,36,15,29
Peru,2018,36,20,42
Peru,2018,36,25,47
Peru,2018,36,30,39
Peru,2018,36,35,51
Peru,2018,36,40,53
Peru,2018,36,45,76
Peru,2018,36,50,89
Peru,2018,36,55,121
Peru,2018,36,60,143
Peru,2018,36,65,175
Peru,2018,36,70,220
Peru,2018,36,75,230
Peru,2018,36,80,293
Peru,2018,36,85,268
Peru,2018,36,90,178
Peru,2018,36,95,84
Peru,2018,36,NA,1
Peru,2018,37,0,107
Peru,2018,37,5,21
Peru,2018,37,10,14
Peru,2018,37,15,24
Peru,2018,37,20,43
Peru,2018,37,25,29
Peru,2018,37,30,41
Peru,2018,37,35,40
Peru,2018,37,40,56
Peru,2018,37,45,81
Peru,2018,37,50,112
Peru,2018,37,55,104
Peru,2018,37,60,139
Peru,2018,37,65,167
Peru,2018,37,70,221
Peru,2018,37,75,239
Peru,2018,37,80,259
Peru,2018,37,85,273
Peru,2018,37,90,176
Peru,2018,37,95,78
Peru,2018,38,0,140
Peru,2018,38,5,8
Peru,2018,38,10,12
Peru,2018,38,15,30
Peru,2018,38,20,34
Peru,2018,38,25,47
Peru,2018,38,30,46
Peru,2018,38,35,49
Peru,2018,38,40,63
Peru,2018,38,45,73
Peru,2018,38,50,77
Peru,2018,38,55,113
Peru,2018,38,60,160
Peru,2018,38,65,189
Peru,2018,38,70,190
Peru,2018,38,75,223
Peru,2018,38,80,273
Peru,2018,38,85,281
Peru,2018,38,90,165
Peru,2018,38,95,85
Peru,2018,38,NA,1
Peru,2018,39,0,124
Peru,2018,39,5,14
Peru,2018,39,10,17
Peru,2018,39,15,21
Peru,2018,39,20,43
Peru,2018,39,25,37
Peru,2018,39,30,47
Peru,2018,39,35,49
Peru,2018,39,40,63
Peru,2018,39,45,82
Peru,2018,39,50,91
Peru,2018,39,55,147
Peru,2018,39,60,129
Peru,2018,39,65,129
Peru,2018,39,70,236
Peru,2018,39,75,257
Peru,2018,39,80,276
Peru,2018,39,85,289
Peru,2018,39,90,187
Peru,2018,39,95,89
Peru,2018,39,NA,2
Peru,2018,40,0,126
Peru,2018,40,5,14
Peru,2018,40,10,17
Peru,2018,40,15,23
Peru,2018,40,20,39
Peru,2018,40,25,45
Peru,2018,40,30,35
Peru,2018,40,35,48
Peru,2018,40,40,63
Peru,2018,40,45,81
Peru,2018,40,50,104
Peru,2018,40,55,118
Peru,2018,40,60,145
Peru,2018,40,65,141
Peru,2018,40,70,231
Peru,2018,40,75,234
Peru,2018,40,80,279
Peru,2018,40,85,251
Peru,2018,40,90,157
Peru,2018,40,95,91
Peru,2018,40,NA,1
Peru,2018,41,0,121
Peru,2018,41,5,15
Peru,2018,41,10,16
Peru,2018,41,15,36
Peru,2018,41,20,35
Peru,2018,41,25,41
Peru,2018,41,30,45
Peru,2018,41,35,48
Peru,2018,41,40,58
Peru,2018,41,45,89
Peru,2018,41,50,112
Peru,2018,41,55,108
Peru,2018,41,60,122
Peru,2018,41,65,180
Peru,2018,41,70,217
Peru,2018,41,75,237
Peru,2018,41,80,263
Peru,2018,41,85,275
Peru,2018,41,90,189
Peru,2018,41,95,77
Peru,2018,41,NA,2
Peru,2018,42,0,145
Peru,2018,42,5,9
Peru,2018,42,10,9
Peru,2018,42,15,23
Peru,2018,42,20,38
Peru,2018,42,25,53
Peru,2018,42,30,52
Peru,2018,42,35,50
Peru,2018,42,40,75
Peru,2018,42,45,69
Peru,2018,42,50,112
Peru,2018,42,55,122
Peru,2018,42,60,128
Peru,2018,42,65,188
Peru,2018,42,70,215
Peru,2018,42,75,236
Peru,2018,42,80,242
Peru,2018,42,85,283
Peru,2018,42,90,171
Peru,2018,42,95,78
Peru,2018,43,0,138
Peru,2018,43,5,13
Peru,2018,43,10,17
Peru,2018,43,15,32
Peru,2018,43,20,43
Peru,2018,43,25,46
Peru,2018,43,30,36
Peru,2018,43,35,58
Peru,2018,43,40,63
Peru,2018,43,45,87
Peru,2018,43,50,82
Peru,2018,43,55,114
Peru,2018,43,60,149
Peru,2018,43,65,147
Peru,2018,43,70,198
Peru,2018,43,75,242
Peru,2018,43,80,307
Peru,2018,43,85,266
Peru,2018,43,90,173
Peru,2018,43,95,83
Peru,2018,43,NA,1
Peru,2018,44,0,106
Peru,2018,44,5,15
Peru,2018,44,10,14
Peru,2018,44,15,29
Peru,2018,44,20,32
Peru,2018,44,25,45
Peru,2018,44,30,49
Peru,2018,44,35,52
Peru,2018,44,40,81
Peru,2018,44,45,74
Peru,2018,44,50,100
Peru,2018,44,55,119
Peru,2018,44,60,130
Peru,2018,44,65,163
Peru,2018,44,70,189
Peru,2018,44,75,247
Peru,2018,44,80,278
Peru,2018,44,85,268
Peru,2018,44,90,185
Peru,2018,44,95,65
Peru,2018,44,NA,1
Peru,2018,45,0,135
Peru,2018,45,5,15
Peru,2018,45,10,13
Peru,2018,45,15,22
Peru,2018,45,20,47
Peru,2018,45,25,40
Peru,2018,45,30,41
Peru,2018,45,35,47
Peru,2018,45,40,81
Peru,2018,45,45,72
Peru,2018,45,50,104
Peru,2018,45,55,120
Peru,2018,45,60,138
Peru,2018,45,65,164
Peru,2018,45,70,208
Peru,2018,45,75,234
Peru,2018,45,80,280
Peru,2018,45,85,250
Peru,2018,45,90,163
Peru,2018,45,95,70
Peru,2018,45,NA,2
Peru,2018,46,0,130
Peru,2018,46,5,16
Peru,2018,46,10,15
Peru,2018,46,15,20
Peru,2018,46,20,35
Peru,2018,46,25,42
Peru,2018,46,30,37
Peru,2018,46,35,42
Peru,2018,46,40,61
Peru,2018,46,45,72
Peru,2018,46,50,76
Peru,2018,46,55,111
Peru,2018,46,60,143
Peru,2018,46,65,131
Peru,2018,46,70,204
Peru,2018,46,75,199
Peru,2018,46,80,249
Peru,2018,46,85,266
Peru,2018,46,90,135
Peru,2018,46,95,75
Peru,2018,46,NA,1
Peru,2018,47,0,125
Peru,2018,47,5,14
Peru,2018,47,10,10
Peru,2018,47,15,19
Peru,2018,47,20,43
Peru,2018,47,25,39
Peru,2018,47,30,41
Peru,2018,47,35,49
Peru,2018,47,40,57
Peru,2018,47,45,69
Peru,2018,47,50,84
Peru,2018,47,55,100
Peru,2018,47,60,116
Peru,2018,47,65,153
Peru,2018,47,70,193
Peru,2018,47,75,211
Peru,2018,47,80,265
Peru,2018,47,85,215
Peru,2018,47,90,143
Peru,2018,47,95,66
Peru,2018,47,NA,1
Peru,2018,48,0,96
Peru,2018,48,5,13
Peru,2018,48,10,12
Peru,2018,48,15,19
Peru,2018,48,20,39
Peru,2018,48,25,34
Peru,2018,48,30,44
Peru,2018,48,35,48
Peru,2018,48,40,60
Peru,2018,48,45,73
Peru,2018,48,50,97
Peru,2018,48,55,95
Peru,2018,48,60,116
Peru,2018,48,65,164
Peru,2018,48,70,194
Peru,2018,48,75,212
Peru,2018,48,80,236
Peru,2018,48,85,240
Peru,2018,48,90,166
Peru,2018,48,95,69
Peru,2018,49,0,101
Peru,2018,49,5,18
Peru,2018,49,10,25
Peru,2018,49,15,28
Peru,2018,49,20,43
Peru,2018,49,25,38
Peru,2018,49,30,37
Peru,2018,49,35,49
Peru,2018,49,40,62
Peru,2018,49,45,83
Peru,2018,49,50,88
Peru,2018,49,55,117
Peru,2018,49,60,142
Peru,2018,49,65,147
Peru,2018,49,70,198
Peru,2018,49,75,219
Peru,2018,49,80,242
Peru,2018,49,85,250
Peru,2018,49,90,175
Peru,2018,49,95,85
Peru,2018,50,0,137
Peru,2018,50,5,13
Peru,2018,50,10,20
Peru,2018,50,15,23
Peru,2018,50,20,32
Peru,2018,50,25,37
Peru,2018,50,30,40
Peru,2018,50,35,44
Peru,2018,50,40,73
Peru,2018,50,45,75
Peru,2018,50,50,86
Peru,2018,50,55,97
Peru,2018,50,60,134
Peru,2018,50,65,169
Peru,2018,50,70,198
Peru,2018,50,75,233
Peru,2018,50,80,245
Peru,2018,50,85,258
Peru,2018,50,90,176
Peru,2018,50,95,78
Peru,2018,51,0,123
Peru,2018,51,5,11
Peru,2018,51,10,25
Peru,2018,51,15,28
Peru,2018,51,20,48
Peru,2018,51,25,40
Peru,2018,51,30,50
Peru,2018,51,35,67
Peru,2018,51,40,64
Peru,2018,51,45,76
Peru,2018,51,50,88
Peru,2018,51,55,103
Peru,2018,51,60,132
Peru,2018,51,65,155
Peru,2018,51,70,211
Peru,2018,51,75,226
Peru,2018,51,80,241
Peru,2018,51,85,246
Peru,2018,51,90,158
Peru,2018,51,95,89
Peru,2018,52,0,117
Peru,2018,52,5,12
Peru,2018,52,10,11
Peru,2018,52,15,31
Peru,2018,52,20,40
Peru,2018,52,25,42
Peru,2018,52,30,43
Peru,2018,52,35,55
Peru,2018,52,40,76
Peru,2018,52,45,77
Peru,2018,52,50,93
Peru,2018,52,55,119
Peru,2018,52,60,128
Peru,2018,52,65,132
Peru,2018,52,70,187
Peru,2018,52,75,250
Peru,2018,52,80,281
Peru,2018,52,85,245
Peru,2018,52,90,186
Peru,2018,52,95,80
Peru,2019,1,0,119
Peru,2019,1,5,8
Peru,2019,1,10,20
Peru,2019,1,15,31
Peru,2019,1,20,54
Peru,2019,1,25,40
Peru,2019,1,30,56
Peru,2019,1,35,57
Peru,2019,1,40,62
Peru,2019,1,45,84
Peru,2019,1,50,89
Peru,2019,1,55,121
Peru,2019,1,60,150
Peru,2019,1,65,156
Peru,2019,1,70,201
Peru,2019,1,75,222
Peru,2019,1,80,271
Peru,2019,1,85,257
Peru,2019,1,90,157
Peru,2019,1,95,82
Peru,2019,2,0,125
Peru,2019,2,5,18
Peru,2019,2,10,14
Peru,2019,2,15,24
Peru,2019,2,20,31
Peru,2019,2,25,37
Peru,2019,2,30,40
Peru,2019,2,35,43
Peru,2019,2,40,74
Peru,2019,2,45,67
Peru,2019,2,50,81
Peru,2019,2,55,102
Peru,2019,2,60,140
Peru,2019,2,65,157
Peru,2019,2,70,203
Peru,2019,2,75,209
Peru,2019,2,80,252
Peru,2019,2,85,247
Peru,2019,2,90,189
Peru,2019,2,95,73
Peru,2019,3,0,111
Peru,2019,3,5,11
Peru,2019,3,10,20
Peru,2019,3,15,19
Peru,2019,3,20,30
Peru,2019,3,25,44
Peru,2019,3,30,38
Peru,2019,3,35,61
Peru,2019,3,40,63
Peru,2019,3,45,73
Peru,2019,3,50,74
Peru,2019,3,55,123
Peru,2019,3,60,146
Peru,2019,3,65,155
Peru,2019,3,70,180
Peru,2019,3,75,205
Peru,2019,3,80,268
Peru,2019,3,85,250
Peru,2019,3,90,178
Peru,2019,3,95,83
Peru,2019,4,0,106
Peru,2019,4,5,16
Peru,2019,4,10,15
Peru,2019,4,15,22
Peru,2019,4,20,35
Peru,2019,4,25,47
Peru,2019,4,30,45
Peru,2019,4,35,56
Peru,2019,4,40,62
Peru,2019,4,45,64
Peru,2019,4,50,107
Peru,2019,4,55,110
Peru,2019,4,60,121
Peru,2019,4,65,144
Peru,2019,4,70,183
Peru,2019,4,75,245
Peru,2019,4,80,250
Peru,2019,4,85,242
Peru,2019,4,90,171
Peru,2019,4,95,85
Peru,2019,5,0,112
Peru,2019,5,5,11
Peru,2019,5,10,24
Peru,2019,5,15,25
Peru,2019,5,20,43
Peru,2019,5,25,47
Peru,2019,5,30,50
Peru,2019,5,35,47
Peru,2019,5,40,69
Peru,2019,5,45,74
Peru,2019,5,50,76
Peru,2019,5,55,114
Peru,2019,5,60,151
Peru,2019,5,65,199
Peru,2019,5,70,206
Peru,2019,5,75,253
Peru,2019,5,80,263
Peru,2019,5,85,262
Peru,2019,5,90,200
Peru,2019,5,95,119
Peru,2019,6,0,120
Peru,2019,6,5,14
Peru,2019,6,10,20
Peru,2019,6,15,32
Peru,2019,6,20,36
Peru,2019,6,25,45
Peru,2019,6,30,47
Peru,2019,6,35,63
Peru,2019,6,40,64
Peru,2019,6,45,79
Peru,2019,6,50,100
Peru,2019,6,55,115
Peru,2019,6,60,127
Peru,2019,6,65,178
Peru,2019,6,70,201
Peru,2019,6,75,272
Peru,2019,6,80,257
Peru,2019,6,85,272
Peru,2019,6,90,186
Peru,2019,6,95,79
Peru,2019,7,0,109
Peru,2019,7,5,16
Peru,2019,7,10,17
Peru,2019,7,15,37
Peru,2019,7,20,54
Peru,2019,7,25,50
Peru,2019,7,30,61
Peru,2019,7,35,60
Peru,2019,7,40,57
Peru,2019,7,45,81
Peru,2019,7,50,86
Peru,2019,7,55,113
Peru,2019,7,60,145
Peru,2019,7,65,161
Peru,2019,7,70,204
Peru,2019,7,75,218
Peru,2019,7,80,285
Peru,2019,7,85,242
Peru,2019,7,90,176
Peru,2019,7,95,79
Peru,2019,8,0,127
Peru,2019,8,5,17
Peru,2019,8,10,16
Peru,2019,8,15,21
Peru,2019,8,20,41
Peru,2019,8,25,32
Peru,2019,8,30,46
Peru,2019,8,35,45
Peru,2019,8,40,70
Peru,2019,8,45,77
Peru,2019,8,50,86
Peru,2019,8,55,129
Peru,2019,8,60,132
Peru,2019,8,65,167
Peru,2019,8,70,214
Peru,2019,8,75,241
Peru,2019,8,80,293
Peru,2019,8,85,281
Peru,2019,8,90,186
Peru,2019,8,95,96
Peru,2019,9,0,140
Peru,2019,9,5,13
Peru,2019,9,10,19
Peru,2019,9,15,22
Peru,2019,9,20,48
Peru,2019,9,25,47
Peru,2019,9,30,67
Peru,2019,9,35,53
Peru,2019,9,40,66
Peru,2019,9,45,78
Peru,2019,9,50,97
Peru,2019,9,55,109
Peru,2019,9,60,147
Peru,2019,9,65,159
Peru,2019,9,70,210
Peru,2019,9,75,260
Peru,2019,9,80,276
Peru,2019,9,85,299
Peru,2019,9,90,176
Peru,2019,9,95,87
Peru,2019,10,0,115
Peru,2019,10,5,17
Peru,2019,10,10,20
Peru,2019,10,15,26
Peru,2019,10,20,42
Peru,2019,10,25,53
Peru,2019,10,30,42
Peru,2019,10,35,62
Peru,2019,10,40,80
Peru,2019,10,45,86
Peru,2019,10,50,99
Peru,2019,10,55,103
Peru,2019,10,60,127
Peru,2019,10,65,183
Peru,2019,10,70,192
Peru,2019,10,75,233
Peru,2019,10,80,284
Peru,2019,10,85,282
Peru,2019,10,90,170
Peru,2019,10,95,77
Peru,2019,11,0,117
Peru,2019,11,5,15
Peru,2019,11,10,11
Peru,2019,11,15,30
Peru,2019,11,20,35
Peru,2019,11,25,36
Peru,2019,11,30,39
Peru,2019,11,35,53
Peru,2019,11,40,56
Peru,2019,11,45,83
Peru,2019,11,50,80
Peru,2019,11,55,125
Peru,2019,11,60,129
Peru,2019,11,65,174
Peru,2019,11,70,202
Peru,2019,11,75,200
Peru,2019,11,80,263
Peru,2019,11,85,287
Peru,2019,11,90,218
Peru,2019,11,95,99
Peru,2019,12,0,124
Peru,2019,12,5,9
Peru,2019,12,10,5
Peru,2019,12,15,31
Peru,2019,12,20,41
Peru,2019,12,25,39
Peru,2019,12,30,46
Peru,2019,12,35,48
Peru,2019,12,40,60
Peru,2019,12,45,60
Peru,2019,12,50,89
Peru,2019,12,55,115
Peru,2019,12,60,119
Peru,2019,12,65,167
Peru,2019,12,70,184
Peru,2019,12,75,215
Peru,2019,12,80,273
Peru,2019,12,85,234
Peru,2019,12,90,162
Peru,2019,12,95,86
Peru,2019,13,0,116
Peru,2019,13,5,15
Peru,2019,13,10,10
Peru,2019,13,15,24
Peru,2019,13,20,28
Peru,2019,13,25,46
Peru,2019,13,30,45
Peru,2019,13,35,53
Peru,2019,13,40,64
Peru,2019,13,45,74
Peru,2019,13,50,86
Peru,2019,13,55,99
Peru,2019,13,60,131
Peru,2019,13,65,152
Peru,2019,13,70,192
Peru,2019,13,75,227
Peru,2019,13,80,260
Peru,2019,13,85,244
Peru,2019,13,90,157
Peru,2019,13,95,88
Peru,2019,14,0,114
Peru,2019,14,5,3
Peru,2019,14,10,16
Peru,2019,14,15,20
Peru,2019,14,20,31
Peru,2019,14,25,48
Peru,2019,14,30,35
Peru,2019,14,35,51
Peru,2019,14,40,43
Peru,2019,14,45,53
Peru,2019,14,50,76
Peru,2019,14,55,128
Peru,2019,14,60,125
Peru,2019,14,65,151
Peru,2019,14,70,185
Peru,2019,14,75,206
Peru,2019,14,80,289
Peru,2019,14,85,252
Peru,2019,14,90,141
Peru,2019,14,95,72
Peru,2019,15,0,116
Peru,2019,15,5,10
Peru,2019,15,10,12
Peru,2019,15,15,23
Peru,2019,15,20,22
Peru,2019,15,25,39
Peru,2019,15,30,51
Peru,2019,15,35,48
Peru,2019,15,40,55
Peru,2019,15,45,63
Peru,2019,15,50,93
Peru,2019,15,55,83
Peru,2019,15,60,143
Peru,2019,15,65,143
Peru,2019,15,70,201
Peru,2019,15,75,225
Peru,2019,15,80,252
Peru,2019,15,85,255
Peru,2019,15,90,186
Peru,2019,15,95,76
Peru,2019,16,0,108
Peru,2019,16,5,10
Peru,2019,16,10,14
Peru,2019,16,15,32
Peru,2019,16,20,40
Peru,2019,16,25,54
Peru,2019,16,30,55
Peru,2019,16,35,50
Peru,2019,16,40,70
Peru,2019,16,45,70
Peru,2019,16,50,91
Peru,2019,16,55,112
Peru,2019,16,60,119
Peru,2019,16,65,163
Peru,2019,16,70,213
Peru,2019,16,75,221
Peru,2019,16,80,254
Peru,2019,16,85,219
Peru,2019,16,90,153
Peru,2019,16,95,91
Peru,2019,17,0,89
Peru,2019,17,5,17
Peru,2019,17,10,13
Peru,2019,17,15,19
Peru,2019,17,20,43
Peru,2019,17,25,34
Peru,2019,17,30,45
Peru,2019,17,35,44
Peru,2019,17,40,59
Peru,2019,17,45,79
Peru,2019,17,50,92
Peru,2019,17,55,99
Peru,2019,17,60,131
Peru,2019,17,65,161
Peru,2019,17,70,183
Peru,2019,17,75,214
Peru,2019,17,80,242
Peru,2019,17,85,241
Peru,2019,17,90,147
Peru,2019,17,95,71
Peru,2019,18,0,102
Peru,2019,18,5,11
Peru,2019,18,10,12
Peru,2019,18,15,32
Peru,2019,18,20,30
Peru,2019,18,25,47
Peru,2019,18,30,35
Peru,2019,18,35,55
Peru,2019,18,40,51
Peru,2019,18,45,70
Peru,2019,18,50,76
Peru,2019,18,55,106
Peru,2019,18,60,126
Peru,2019,18,65,157
Peru,2019,18,70,203
Peru,2019,18,75,210
Peru,2019,18,80,271
Peru,2019,18,85,216
Peru,2019,18,90,144
Peru,2019,18,95,88
Peru,2019,19,0,119
Peru,2019,19,5,11
Peru,2019,19,10,20
Peru,2019,19,15,31
Peru,2019,19,20,27
Peru,2019,19,25,45
Peru,2019,19,30,44
Peru,2019,19,35,54
Peru,2019,19,40,62
Peru,2019,19,45,60
Peru,2019,19,50,89
Peru,2019,19,55,96
Peru,2019,19,60,109
Peru,2019,19,65,146
Peru,2019,19,70,186
Peru,2019,19,75,195
Peru,2019,19,80,234
Peru,2019,19,85,232
Peru,2019,19,90,146
Peru,2019,19,95,75
Peru,2019,20,0,128
Peru,2019,20,5,10
Peru,2019,20,10,12
Peru,2019,20,15,25
Peru,2019,20,20,30
Peru,2019,20,25,46
Peru,2019,20,30,44
Peru,2019,20,35,47
Peru,2019,20,40,55
Peru,2019,20,45,66
Peru,2019,20,50,94
Peru,2019,20,55,99
Peru,2019,20,60,130
Peru,2019,20,65,151
Peru,2019,20,70,196
Peru,2019,20,75,215
Peru,2019,20,80,234
Peru,2019,20,85,235
Peru,2019,20,90,140
Peru,2019,20,95,64
Peru,2019,21,0,109
Peru,2019,21,5,19
Peru,2019,21,10,14
Peru,2019,21,15,22
Peru,2019,21,20,40
Peru,2019,21,25,38
Peru,2019,21,30,44
Peru,2019,21,35,48
Peru,2019,21,40,55
Peru,2019,21,45,66
Peru,2019,21,50,95
Peru,2019,21,55,89
Peru,2019,21,60,137
Peru,2019,21,65,130
Peru,2019,21,70,171
Peru,2019,21,75,203
Peru,2019,21,80,248
Peru,2019,21,85,235
Peru,2019,21,90,160
Peru,2019,21,95,72
Peru,2019,22,0,108
Peru,2019,22,5,9
Peru,2019,22,10,10
Peru,2019,22,15,25
Peru,2019,22,20,26
Peru,2019,22,25,54
Peru,2019,22,30,44
Peru,2019,22,35,58
Peru,2019,22,40,66
Peru,2019,22,45,71
Peru,2019,22,50,96
Peru,2019,22,55,104
Peru,2019,22,60,123
Peru,2019,22,65,153
Peru,2019,22,70,190
Peru,2019,22,75,239
Peru,2019,22,80,252
Peru,2019,22,85,215
Peru,2019,22,90,164
Peru,2019,22,95,73
Peru,2019,23,0,120
Peru,2019,23,5,16
Peru,2019,23,10,15
Peru,2019,23,15,23
Peru,2019,23,20,45
Peru,2019,23,25,37
Peru,2019,23,30,46
Peru,2019,23,35,58
Peru,2019,23,40,47
Peru,2019,23,45,68
Peru,2019,23,50,75
Peru,2019,23,55,103
Peru,2019,23,60,150
Peru,2019,23,65,144
Peru,2019,23,70,212
Peru,2019,23,75,229
Peru,2019,23,80,265
Peru,2019,23,85,247
Peru,2019,23,90,146
Peru,2019,23,95,78
Peru,2019,24,0,127
Peru,2019,24,5,19
Peru,2019,24,10,10
Peru,2019,24,15,22
Peru,2019,24,20,26
Peru,2019,24,25,34
Peru,2019,24,30,46
Peru,2019,24,35,39
Peru,2019,24,40,66
Peru,2019,24,45,71
Peru,2019,24,50,88
Peru,2019,24,55,113
Peru,2019,24,60,130
Peru,2019,24,65,135
Peru,2019,24,70,224
Peru,2019,24,75,240
Peru,2019,24,80,251
Peru,2019,24,85,254
Peru,2019,24,90,192
Peru,2019,24,95,81
Peru,2019,25,0,117
Peru,2019,25,5,10
Peru,2019,25,10,14
Peru,2019,25,15,31
Peru,2019,25,20,40
Peru,2019,25,25,38
Peru,2019,25,30,45
Peru,2019,25,35,49
Peru,2019,25,40,61
Peru,2019,25,45,77
Peru,2019,25,50,77
Peru,2019,25,55,102
Peru,2019,25,60,130
Peru,2019,25,65,161
Peru,2019,25,70,217
Peru,2019,25,75,248
Peru,2019,25,80,283
Peru,2019,25,85,288
Peru,2019,25,90,191
Peru,2019,25,95,79
Peru,2019,26,0,118
Peru,2019,26,5,8
Peru,2019,26,10,17
Peru,2019,26,15,25
Peru,2019,26,20,43
Peru,2019,26,25,41
Peru,2019,26,30,48
Peru,2019,26,35,33
Peru,2019,26,40,53
Peru,2019,26,45,81
Peru,2019,26,50,82
Peru,2019,26,55,104
Peru,2019,26,60,120
Peru,2019,26,65,181
Peru,2019,26,70,176
Peru,2019,26,75,248
Peru,2019,26,80,282
Peru,2019,26,85,263
Peru,2019,26,90,180
Peru,2019,26,95,79
Peru,2019,27,0,129
Peru,2019,27,5,6
Peru,2019,27,10,7
Peru,2019,27,15,24
Peru,2019,27,20,31
Peru,2019,27,25,43
Peru,2019,27,30,48
Peru,2019,27,35,51
Peru,2019,27,40,50
Peru,2019,27,45,67
Peru,2019,27,50,97
Peru,2019,27,55,103
Peru,2019,27,60,138
Peru,2019,27,65,159
Peru,2019,27,70,203
Peru,2019,27,75,230
Peru,2019,27,80,292
Peru,2019,27,85,290
Peru,2019,27,90,186
Peru,2019,27,95,79
Peru,2019,28,0,110
Peru,2019,28,5,8
Peru,2019,28,10,15
Peru,2019,28,15,24
Peru,2019,28,20,33
Peru,2019,28,25,41
Peru,2019,28,30,46
Peru,2019,28,35,51
Peru,2019,28,40,68
Peru,2019,28,45,88
Peru,2019,28,50,85
Peru,2019,28,55,99
Peru,2019,28,60,142
Peru,2019,28,65,166
Peru,2019,28,70,189
Peru,2019,28,75,225
Peru,2019,28,80,271
Peru,2019,28,85,268
Peru,2019,28,90,180
Peru,2019,28,95,73
Peru,2019,29,0,94
Peru,2019,29,5,14
Peru,2019,29,10,8
Peru,2019,29,15,25
Peru,2019,29,20,43
Peru,2019,29,25,51
Peru,2019,29,30,37
Peru,2019,29,35,51
Peru,2019,29,40,62
Peru,2019,29,45,74
Peru,2019,29,50,107
Peru,2019,29,55,121
Peru,2019,29,60,143
Peru,2019,29,65,170
Peru,2019,29,70,202
Peru,2019,29,75,275
Peru,2019,29,80,265
Peru,2019,29,85,254
Peru,2019,29,90,181
Peru,2019,29,95,79
Peru,2019,30,0,121
Peru,2019,30,5,15
Peru,2019,30,10,10
Peru,2019,30,15,19
Peru,2019,30,20,30
Peru,2019,30,25,54
Peru,2019,30,30,51
Peru,2019,30,35,52
Peru,2019,30,40,47
Peru,2019,30,45,66
Peru,2019,30,50,98
Peru,2019,30,55,123
Peru,2019,30,60,136
Peru,2019,30,65,177
Peru,2019,30,70,221
Peru,2019,30,75,208
Peru,2019,30,80,260
Peru,2019,30,85,275
Peru,2019,30,90,196
Peru,2019,30,95,106
Peru,2019,31,0,103
Peru,2019,31,5,12
Peru,2019,31,10,18
Peru,2019,31,15,25
Peru,2019,31,20,26
Peru,2019,31,25,46
Peru,2019,31,30,41
Peru,2019,31,35,56
Peru,2019,31,40,49
Peru,2019,31,45,78
Peru,2019,31,50,81
Peru,2019,31,55,103
Peru,2019,31,60,140
Peru,2019,31,65,159
Peru,2019,31,70,206
Peru,2019,31,75,201
Peru,2019,31,80,302
Peru,2019,31,85,289
Peru,2019,31,90,208
Peru,2019,31,95,88
Peru,2019,32,0,120
Peru,2019,32,5,11
Peru,2019,32,10,16
Peru,2019,32,15,29
Peru,2019,32,20,41
Peru,2019,32,25,33
Peru,2019,32,30,54
Peru,2019,32,35,57
Peru,2019,32,40,58
Peru,2019,32,45,83
Peru,2019,32,50,102
Peru,2019,32,55,112
Peru,2019,32,60,151
Peru,2019,32,65,150
Peru,2019,32,70,210
Peru,2019,32,75,255
Peru,2019,32,80,301
Peru,2019,32,85,279
Peru,2019,32,90,215
Peru,2019,32,95,79
Peru,2019,33,0,81
Peru,2019,33,5,11
Peru,2019,33,10,12
Peru,2019,33,15,28
Peru,2019,33,20,32
Peru,2019,33,25,31
Peru,2019,33,30,41
Peru,2019,33,35,43
Peru,2019,33,40,60
Peru,2019,33,45,78
Peru,2019,33,50,89
Peru,2019,33,55,110
Peru,2019,33,60,151
Peru,2019,33,65,184
Peru,2019,33,70,223
Peru,2019,33,75,227
Peru,2019,33,80,259
Peru,2019,33,85,255
Peru,2019,33,90,195
Peru,2019,33,95,96
Peru,2019,34,0,110
Peru,2019,34,5,10
Peru,2019,34,10,16
Peru,2019,34,15,26
Peru,2019,34,20,33
Peru,2019,34,25,37
Peru,2019,34,30,37
Peru,2019,34,35,62
Peru,2019,34,40,47
Peru,2019,34,45,77
Peru,2019,34,50,86
Peru,2019,34,55,112
Peru,2019,34,60,135
Peru,2019,34,65,165
Peru,2019,34,70,214
Peru,2019,34,75,235
Peru,2019,34,80,262
Peru,2019,34,85,263
Peru,2019,34,90,172
Peru,2019,34,95,84
Peru,2019,35,0,106
Peru,2019,35,5,11
Peru,2019,35,10,20
Peru,2019,35,15,33
Peru,2019,35,20,43
Peru,2019,35,25,36
Peru,2019,35,30,46
Peru,2019,35,35,55
Peru,2019,35,40,53
Peru,2019,35,45,68
Peru,2019,35,50,98
Peru,2019,35,55,110
Peru,2019,35,60,154
Peru,2019,35,65,184
Peru,2019,35,70,226
Peru,2019,35,75,241
